protein1,protein2,interaction
Q9H4H8,Q9UJ78,0
Q9GZT8,Q969V1,0
P06865,O00217,0
Q9Y5J3,Q14393,0
Q6P2C8,Q7Z5G4,0
O00204,Q9H4H8,0
O95183,Q9NQX0,0
Q9NZA1,P13647,0
O14613,Q2M2E3,0
P0C862,A0A0B4J268,0
Q5JXX7,Q9NXR8,0
Q9NZA1,P15289,0
A8K4G0,P16455,0
Q8N987,Q14508,0
B1AHC3,Q9BQS6,0
Q9UBQ0,P08195,0
Q9H0R5,P11166,0
Q9NZM5,Q5JXX7,0
P98170,Q96B02,1
A6NGN9,Q9UNN8,0
P36980,O75964,0
Q68DU8,Q8IVW4,0
O96000,P10997,0
Q13485,P43250,0
Q12792,O95563,0
P30926,P00338,0
P23258,Q9UL33,0
P30626,P52566,0
Q9NX07,P05771,0
Q96PD4,P10909,0
Q5TA31,P18615,0
Q9H7E2,P37023,0
P05109,P10997,0
P51687,Q7Z7K0,0
P29218,A8MTA8,0
Q15051,Q6NVH7,0
P25311,P57682,0
Q6PF05,Q9BQ90,0
Q92759,P35249,0
Q3ZCQ8,P21673,0
Q5UCC4,Q14393,0
P37287,O14836,0
P07585,Q13614,0
Q9NUG6,Q96K37,0
Q9Y584,O60828,0
Q14790,P82251,0
Q9NQ69,P50052,0
Q9UHF4,Q99961,0
P01258,P49427,0
P39019,P28223,0
Q6IBS0,P09467,0
O75063,Q14847,0
P32297,O14929,0
O00499,Q16621,0
P11908,Q9UHP7,0
P40199,P45985,0
Q14508,Q5PSV4,0
P0CG13,Q86XK3,0
O15492,Q9C029,0
Q9H2G9,Q969V1,0
O60684,O60683,0
Q9UHA4,P35249,0
Q13641,P08590,0
Q13148,Q99519,0
Q15853,Q9BS16,0
P21579,P16278,0
P20062,O95674,0
Q8WXD5,Q8NHH9,0
Q9Y5U8,Q13118,0
O95970,O43597,0
P53582,Q15311,0
Q86TM6,P32455,0
Q9HBH7,P18509,0
Q04756,P13498,0
Q8WV44,P15289,0
Q7L523,Q9UFW8,0
Q8N9N5,Q9Y5J3,0
P27482,Q96H20,0
Q9P126,Q01201,0
O75426,Q10589,0
O60895,Q5RKV6,0
P60508,P16401,0
P59998,P61160,1
O95257,P47872,0
Q9BW19,Q6PIL6,0
O60762,P48775,1
Q9BXS0,Q6ZNX1,0
P10997,O14810,0
Q9Y3Y2,A0A5C2GVU3,0
P25311,P32856,0
P40426,Q96RK4,0
Q9H015,P10145,0
P32297,Q9H1Y0,0
O43516,Q5JXX7,0
O14965,P35346,0
P14679,Q6VVB1,0
Q6UXZ3,Q8TAI7,0
O43837,O75787,0
P28335,P54274,0
O60894,O14931,0
P47974,Q96F10,0
Q6SPF0,Q5JR12,0
P06850,Q8WV22,0
P82650,P53582,0
Q9NQ48,Q01664,0
P0C862,Q12918,0
Q8WUP2,Q13554,0
Q9NYM9,P21453,0
A0A5C2G3X0,O00757,0
Q9NUG6,Q9UBP6,0
Q9HCM9,Q9H7E2,0
P41587,O00472,0
Q9Y2R0,Q9NZI8,0
Q9H9T3,Q9Y2Y1,0
O95967,P12757,0
O75486,Q9Y6J9,1
P59998,P28223,0
P49458,P21673,0
Q99643,P55789,0
O95838,O75084,0
Q70CQ1,Q9NYY1,0
Q86VU5,O14949,0
P18124,O15217,0
O60291,O96008,0
Q3KP22,Q8IWZ8,0
Q8IUW5,P37173,0
Q13425,P55809,0
Q86XI6,Q15776,0
P49257,P58499,0
O75489,Q9NPL8,1
Q15800,P60568,0
P13498,Q99748,0
P02545,Q9NYY1,0
Q9UNI1,Q01201,0
Q9BVC3,A0A0B4J2H0,0
P63267,P53999,0
Q96FJ2,Q99705,0
P22415,Q99453,0
A0A0B4J268,P01889,1
P35520,Q01850,0
P20290,Q3ZCQ8,0
P07585,Q99731,0
P10997,Q14790,0
Q99932,P07357,0
Q9NRG1,P50591,0
Q13007,P05090,0
O15392,Q9Y6N9,0
O43237,Q4G0N7,0
Q15717,Q96LB1,0
P0CG13,Q8IUW3,0
Q9BQ90,Q96IK5,0
P00749,Q8N4P2,0
P25929,O95751,0
Q99689,P05114,0
Q5JPT6,Q9BZB8,0
Q8NBW4,P60508,0
O96000,A0A5C2G4I7,0
B7Z240,P00742,0
P52434,P56703,0
P50225,Q9BZB8,0
Q9UBN6,Q14393,0
Q15828,Q9Y3E0,0
Q8IZD4,O43914,0
Q8WV44,Q9UQF0,0
Q03013,Q9NXR8,0
Q15311,P13688,0
Q8IU57,P27797,0
P21673,Q6UVW9,0
P25786,Q8IY31,0
Q8WWW0,Q9H461,0
Q8NHR7,P32314,0
P06858,Q9NUJ3,0
Q9BRA0,Q6PID8,0
Q9NP64,Q9BRT8,0
P24522,P50225,0
P35250,P07492,0
P56279,Q58FG1,0
Q9Y5J7,P13984,0
Q13573,Q9BRD0,1
Q9H0C5,Q5BVD1,0
Q99748,Q68D85,0
Q02742,P08263,0
Q9Y315,Q9ULR0,0
P62280,P62851,1
Q16890,P61457,0
Q8IVW4,P20062,0
Q99748,Q92993,0
Q2TAY7,Q9BVA0,0
Q02643,Q96NB3,0
Q9UJ78,P61328,0
O14978,Q5JR12,0
Q96EH3,Q03591,0
A8MTA8,Q96G97,0
Q96CB9,Q99689,0
Q5TD97,Q9Y6N9,0
P09467,O14836,0
O95863,Q9GZU7,1
O75063,Q96P09,0
P10828,P32297,0
Q4G0N7,P13688,0
Q13424,Q70Z53,0
O14745,Q02641,0
O75934,Q07837,0
P50213,Q9GZU1,0
O75449,Q96C10,0
Q4G0N7,Q86XK3,0
P54252,Q9HC97,0
P21453,O75486,0
Q495M9,P31273,0
Q9Y3D5,O95747,0
P82675,Q96EL2,1
Q9Y547,P27482,0
Q09019,P22466,0
Q9ULV8,Q495M9,0
Q96QR8,O75081,0
Q9NWZ8,Q96K37,0
Q8WVK2,P13987,0
P17098,Q8IUW5,0
A0A0B4J1U6,A0A0B4J268,1
Q96QS6,P43357,0
Q9H009,Q9H467,0
Q8IXI2,Q6PCB8,0
Q6GMX6,Q96G97,0
Q9C0C6,P15248,0
P35318,Q5TA31,0
P32456,Q96FV9,0
Q6UN15,P0C862,0
Q14582,P23945,0
P15735,Q96HD9,0
P20618,Q9Y244,1
Q02742,P15289,0
Q96IV0,Q07837,0
O60260,O94826,1
Q9Y282,P18509,0
P04070,Q8WVL7,0
P22466,Q12981,0
Q8N8U2,P82664,0
Q8NCK7,P48169,0
P51948,P55081,0
Q96HD9,O60814,0
Q99519,P53567,0
P60508,O60942,0
P19878,O00499,0
O43805,Q68DB7,0
Q9H7L9,Q8NI22,0
O14593,Q6ZMG9,0
P35346,Q9Y371,0
Q9UQB8,P06340,0
Q15561,Q9Y2D8,1
Q8N8U2,Q96NN9,0
P04844,P61803,1
Q12905,Q01113,0
Q8WYQ4,Q13651,0
Q9BV86,Q8IVH2,0
Q5BJH7,P05155,0
P68371,Q5VTH2,1
Q5BJH7,P30281,0
P45381,P61803,0
Q9BXK5,Q15800,0
Q8N0V3,Q8N8D1,0
Q96C10,Q8WVJ2,0
P49721,P50213,0
Q9NQX0,P02511,0
P62491,Q8NB37,0
Q969V1,P28074,0
P06899,Q9BTT0,1
Q6UX04,Q8NBI3,0
Q01658,A6NGN9,0
Q9ULR3,Q86UT8,0
Q99689,Q01543,0
Q9BVC3,Q13489,0
Q6ZNX1,O76021,0
P84074,Q9H461,0
Q99726,O14979,0
P00973,P36957,0
P82650,P82675,1
P27482,Q13257,0
P48050,P40426,0
P63267,Q5VUM1,0
Q9H7Z6,Q9Y696,0
Q96DZ1,O60812,0
O76003,P32455,0
O75792,P04921,0
P27482,O43291,0
P62072,Q14254,0
P15289,A0A075B6N1,0
Q14469,Q06787,0
P61927,Q99961,0
Q9UBP6,Q9HAV5,0
Q03013,P25208,0
P32455,P08865,0
Q99615,O43837,0
P13688,Q9H9R9,0
Q15573,Q9UJ04,0
O14618,Q5T6S3,0
Q96LZ7,P48549,0
P19256,O75072,0
Q99726,Q5JPT6,0
Q99705,P09936,0
Q9Y2B4,P05000,0
Q53QV2,Q9BPX6,0
O94818,O75636,0
Q6PCB8,O14678,0
Q9Y232,P13688,0
P28676,Q9NZT2,0
P50052,P83876,0
Q6PGN9,Q8NHH9,0
P11177,P22466,0
Q9NYY1,Q9NWA0,0
O00463,Q8IVH2,0
Q6VVB1,O75636,0
P23511,Q7Z5G4,0
P61962,Q6P1L5,1
P18577,Q99538,0
Q9H981,Q8WUP2,0
Q6VN20,Q5W5X9,0
Q6VVB1,Q9P1Z2,0
O14561,O95178,1
P20290,O15479,0
O75521,P05109,0
P20226,Q9H1D9,1
Q9NX07,Q9BYG3,0
Q9P0U3,O95415,0
P52952,Q6NT76,0
Q9NZZ3,Q9HCE5,0
O43399,P43355,0
P62857,P24158,0
Q9H5N1,Q92903,0
Q5VUM1,Q9Y3C6,0
P31995,Q9H079,0
P43681,P30626,0
Q6PHW0,P32297,0
Q9BVK6,P51553,0
Q9H4A6,P0C2L3,0
P06899,Q06609,1
P06865,P58062,0
Q9P1Z2,P0DN86,0
Q9HAW0,P32455,0
P60891,Q96CV9,0
Q9NQ89,Q4G0X4,0
Q8NBI3,Q6SA08,0
Q06587,P49257,0
Q9Y4P3,Q8NB37,0
Q9NS91,Q96G21,0
Q9BT92,Q96GC5,0
Q9BYG3,P14653,0
Q00013,P29459,0
Q9P2B4,P29274,0
P55327,P05496,0
P05114,P51553,0
P48506,Q9BW83,0
P02545,P17029,1
O60506,Q86YL7,0
O75449,Q53H80,0
Q3MIT2,Q9NX38,1
O95944,P55085,0
Q9UBP6,Q99584,0
Q15038,P55345,0
Q8WU39,O14958,0
P61457,Q02643,0
Q9P126,S6C4S0,0
Q96DZ1,O43513,0
P57054,Q9GZS1,0
Q8NEF3,Q8NB37,0
Q96HD9,Q9P032,0
Q07108,P09488,0
Q7Z6G3,Q9NRW7,0
Q8NA72,P58004,0
Q8IUH3,Q8N8U2,0
O60812,Q5JXX7,0
P45983,Q16602,0
Q8N5N7,P07195,0
Q9H7E2,O00148,0
P01286,Q9NXK8,0
P17787,P22304,0
Q7RTV2,Q9Y3Y2,0
Q86T03,Q9BQA9,0
O43237,P30550,0
O15269,Q9H7T9,0
Q5JXC2,P59665,0
Q9Y3D9,Q5TA31,0
P01764,Q9Y5U8,0
Q96NB3,Q9UNN8,0
Q7Z4H4,Q07955,0
P20393,Q14657,0
P52799,O43278,0
P55040,Q71U36,0
P31321,Q15828,0
Q8N8V4,P04180,0
P51151,P36980,0
B1AHC3,P51168,0
Q9HCE5,P30279,0
P61006,Q96HD9,0
Q05BQ5,Q9UBU8,1
Q9HC97,Q8IZD4,0
Q5TA31,P17787,0
Q3MIT2,P50225,0
P51571,P12872,0
P50461,P59665,0
Q9H6T3,Q8IUW5,0
P40199,Q6P1M9,0
O95292,Q9P0L0,1
O00628,Q00597,0
O15212,P50990,1
Q12778,P31040,0
P06865,Q8NDD1,0
P48145,H9NIM3,0
P30550,P08621,0
Q92688,Q9HC97,0
Q99615,Q9Y315,0
Q08722,P49116,0
P31997,P26715,0
Q9P2S5,Q9NXR7,0
P04075,Q9HAI6,0
P36578,Q99963,0
Q9P2W9,Q9BT92,0
Q0VGL1,Q9NQ48,0
Q8IWE4,Q969M7,1
O14931,P59998,0
P26368,P52952,0
P37023,A0A5C2G4I7,0
Q9HCC0,P17275,0
Q6P988,Q86XK3,0
Q5VUM1,Q5RKV6,0
P20963,Q13614,0
O60636,Q969X0,0
P82650,P82663,1
Q9NQX0,Q9BXF6,0
P30049,O76082,0
Q9H009,Q9P2N7,0
Q96GC5,P30550,0
Q9Y6N9,O43709,0
P41181,P52566,0
Q9Y584,P47914,0
Q6P1L8,Q96EH3,1
Q14469,P09919,0
Q6PI26,P27918,0
Q13323,Q9NY35,0
P32455,Q8NB37,0
P25445,P48023,1
O60896,P41223,0
Q6P2C8,Q9NWA0,1
Q8IV16,O00124,0
Q6PIL6,P15884,0
Q12849,P55040,0
Q9NV72,Q9Y3E0,0
Q969V1,P07288,0
Q9NS91,O95944,0
Q96LB1,P20823,0
Q9UJ78,P01562,0
P62753,P24158,0
Q99643,Q9BTT0,0
Q9H0R5,Q9H160,0
Q8IZK6,P19438,0
P36542,Q9UHP7,0
P23528,P22888,0
P04406,Q13614,0
Q08AG7,Q96PP8,0
P14649,P60660,1
O43439,P49366,0
O75896,Q9H9Y4,0
Q15185,P35250,0
A4GXA9,O60636,0
Q14469,Q9Y3X0,0
Q9UJP4,Q96F10,0
Q9NYV6,O00204,0
P07357,P03986,0
Q969K4,Q8NBK3,0
Q8IUD6,Q7RTV2,0
Q8IWF2,O15156,0
O75081,Q99081,0
Q9H4A6,Q15904,0
Q02641,Q12889,0
O15173,Q9P0L0,1
Q9Y2B9,O60894,0
P01903,P60174,1
P30626,O14576,0
P08631,P24385,0
Q13613,P62701,0
P25116,O75084,0
O00506,Q9ULR3,0
P10916,Q96BD8,0
Q9H0C5,Q9UBP6,0
Q8NG41,O00567,0
Q96LD8,Q86XI6,0
P07225,Q8TCE6,0
Q10471,Q495M9,0
B7Z8K6,P07195,0
P0DI82,O00628,0
Q07812,Q99961,0
Q9P0T4,P14679,0
P48507,Q8NA72,0
O43583,Q8IV16,0
Q495M9,Q13492,0
A8K4G0,Q93052,0
O95793,P04003,0
P30419,Q86T03,0
P31391,Q9BTT4,0
O14949,O75486,0
Q6IN84,A6NI15,0
P28223,P02511,0
O14929,P62805,1
A0A5C2G3X0,P51398,0
P21549,Q5J8M3,0
Q9NVV9,Q4G0N7,0
Q13113,P43364,0
Q9Y232,O14732,0
Q99608,Q8NA29,0
P35346,P12644,0
O75084,Q8IYX8,0
Q96MM6,P32969,0
P35249,P46778,0
Q9NQ48,Q16763,0
O75386,Q6NXT1,1
P63267,Q9NXW9,0
O14653,O43752,1
Q969S3,P0CG13,0
O94992,O75521,0
Q99705,Q8N4U5,0
P07355,Q14393,0
Q05D32,Q9Y5J3,0
P61081,A5PLN9,0
Q9NWS9,P31391,0
Q9BXS5,Q92968,0
P22888,Q7Z3Y4,0
Q02641,P23945,0
O75953,P25685,1
Q9Y605,Q01113,0
Q9BVT8,Q14508,0
Q99961,Q96A08,0
P49716,Q9UPY5,0
Q9UHD8,P47211,0
Q07812,Q07820,1
P09488,Q9BS26,0
Q07820,P32455,0
Q9NS23,Q9NPF0,0
Q9Y5J7,O43684,0
P09467,P61328,0
Q9NX07,P61371,0
Q5RKV6,Q9Y3B2,1
Q16526,Q16552,0
Q8N8U2,O15554,0
Q5T2W1,Q15561,0
Q8WWW0,Q6ZMG9,0
P19256,Q5JR12,0
O75531,Q9H503,1
P04628,O43189,0
Q07812,Q9HB09,1
Q16143,Q9BYC2,0
P02748,Q14135,0
Q9BZB8,O95944,0
P49427,P53582,0
Q9Y696,Q504U0,0
P60468,A8K4G0,0
Q9GZV8,A0A5C2G3X0,0
Q9NP31,P50213,0
P60709,Q01518,1
P13688,Q05519,0
O00165,P01583,1
Q49AN0,P62072,0
Q99714,Q15828,0
Q68DU8,P61968,0
P12872,Q9NYB9,0
P40424,Q9BZV1,0
Q8N697,P00441,0
O76094,P07686,0
Q8NC24,Q9P0J1,0
P45984,Q9BY84,1
Q9BWJ5,Q99705,0
Q15018,Q15291,0
Q5W5X9,O76082,0
P05129,P21673,0
Q9H5K3,Q92696,0
Q99832,P28335,0
P60508,O15212,0
Q9NZA1,O43521,0
P15289,P07355,0
P32121,Q96Q35,0
Q9BSF8,P30532,0
Q99873,P07686,0
Q7Z3S9,P10916,0
Q8WTW4,Q6UWZ7,0
Q5T7P8,P41146,0
Q92759,P51553,0
Q15018,Q9C0K7,0
O43316,P14598,0
P47874,Q9HBH7,1
O76094,Q9Y3U8,1
O75446,Q16576,1
Q8N1D5,P30926,0
P22304,Q00765,0
Q9HCE5,Q12962,0
Q13216,Q9P126,0
Q9HCC0,Q01113,0
Q16401,Q9NP66,0
Q13888,Q6PIL6,0
P28223,O43439,0
Q96EZ8,Q13613,0
P40426,Q53H12,0
P36941,Q9Y680,0
P16152,P30153,0
P68104,Q9NPF0,0
Q9H1R3,D3W0D1,0
Q96G97,Q9C073,0
Q9NY35,P29459,0
P35372,P47211,0
P22891,Q9UK55,1
Q68CJ9,Q8NB37,0
O95674,Q16401,0
Q86UA1,Q9Y5Z9,0
Q19AV6,O00148,0
Q9Y5S9,Q7Z7K0,0
Q6IAA8,Q9Y2Q5,1
Q9P127,Q16602,0
P03973,O15260,0
O43439,O60870,0
Q6UXL0,Q9H8S9,0
Q9BZY9,A0A5C2G3X0,0
Q9NZA1,Q15907,0
P15289,S6BGE0,0
P59666,Q8TDN6,0
O15062,Q9NQX0,0
Q9NQ25,P56279,0
Q4G0J3,P32456,0
O95970,Q01201,0
Q3MIT2,Q8NFH8,0
P19532,Q9P126,0
P60709,Q96RK4,0
Q92851,P32455,0
Q9NPA8,P31391,0
P56703,O95630,0
P26368,P30926,0
Q9NRX1,Q8N4P2,0
P04264,O15270,0
P58004,Q6PCB8,0
Q96B97,P50225,0
P22888,Q12962,0
P20290,Q9NQ69,0
P82914,Q13011,0
P49458,P01210,0
Q7Z7K0,Q15006,0
O43488,Q8NHR7,0
O43914,P46776,0
P17787,Q9NSI2,0
O43316,P49761,0
P14649,Q8WV22,0
Q9P126,Q7Z4G4,0
Q5VVQ6,P47872,0
P41587,Q04206,0
P08590,Q9Y570,0
P62195,Q9BRP4,1
P04003,Q9Y5J7,0
Q96EX3,Q9NZA1,0
Q6ZN04,P49116,0
O75909,O76082,0
O76082,Q9NZI7,0
O43914,P10828,0
Q9BT92,P06748,0
O43439,P62072,0
P50225,Q15054,0
Q96DI7,O75636,0
P01286,O95045,0
Q9NXF7,P16152,0
P01008,P49674,0
P62269,P62851,1
O95970,Q86SZ9,0
Q9P0T4,O75636,0
B7Z3D6,P07585,0
P07864,Q12846,0
O00425,P25929,0
P07307,Q9H079,0
Q9BZS1,Q8NHR7,0
P46109,P41181,0
A0A0B4J2H0,P61968,0
Q8N5N7,Q96DV4,1
Q8IUR0,D3W0D1,0
Q53EZ4,P48544,0
P30550,Q96RK4,0
P55040,Q96G25,0
P48735,Q13011,0
Q8N8V4,Q8WTR2,0
Q8N138,Q9BXS5,0
Q96I99,P0C862,0
Q96HT8,P52952,0
P09972,Q9HC73,0
Q99638,Q9Y6N9,0
Q8WYQ4,Q96J77,0
Q8IUH3,P46736,0
Q14508,P05121,0
Q93079,Q3MIT2,0
Q5VWP2,P50213,0
P21217,O15235,0
Q9UPY5,Q5JPT6,0
Q8N5Y2,P49662,0
Q7Z4G1,Q68D85,0
P07205,Q8WXF8,0
O14950,Q86W74,0
Q13216,O75426,0
Q6PCB8,P37173,0
Q02643,Q9Y572,0
Q9NZV8,O75084,0
P17181,P21217,0
Q86VX2,Q9Y4X0,0
P13196,Q92903,0
O95999,P07355,0
Q7L2Z9,P30872,0
Q99726,P56817,0
P43364,O14593,0
P01137,P27482,0
P57081,P10909,0
O15514,Q9NVC6,1
Q15853,Q86YL9,0
Q6ZQR2,Q9P0T4,0
Q9NY35,P18077,0
Q8WUP2,P16401,0
O75072,Q9H7T9,0
P15374,P06858,0
A0JLT2,P28161,0
Q5JR12,Q8NBK3,0
P05120,O14958,0
P09493,Q99961,0
Q9NWT6,Q5JPT6,0
P56279,Q07820,0
Q8N7H5,Q9P126,0
Q16890,P61328,0
P42830,Q99963,0
Q96K37,Q8N8B7,0
O60888,Q96LZ7,0
Q6IPM2,Q6PF05,1
Q9Y3X0,P32297,0
O00463,P22304,0
Q9NQ69,Q7Z7K0,0
P23025,O00187,0
P09936,Q7RTV2,0
P35269,Q99748,0
Q9P032,Q9BPX6,0
Q05639,Q969V1,0
Q9NQ69,P55327,0
O75844,P10916,0
O15198,Q13113,0
Q99638,P01275,0
P06753,O14949,0
Q9BW83,Q99832,0
O00187,Q7L775,0
O43439,Q96AJ9,0
O43819,P26374,0
P0CG13,Q9H5F2,0
P10916,P10646,0
O43189,P60174,0
P32321,P51116,1
Q7GXZ4,Q9NQ48,0
Q92643,Q86XI6,0
P16452,P04075,0
Q06323,P56279,0
P16152,O15354,0
Q68DB7,P02748,0
Q86U44,P62273,0
Q6PIL6,P63261,0
O43278,P10909,0
Q9NUY8,Q9H009,0
H9NIM3,Q2M3C6,0
P08263,P35318,0
Q86T03,Q99967,0
A6NGN9,O43602,0
P55809,Q92905,0
O76082,P28562,0
P10412,P01275,0
Q8N697,P11908,0
Q86TP1,P23415,0
Q86XK3,P61158,0
O14544,Q99961,0
P43897,D3W0D1,0
P02724,Q9P126,0
P41181,P05062,0
P48549,O75419,0
Q96JX3,Q9Y547,0
Q13133,P55327,0
P46439,Q7Z3B4,0
Q96S21,P08263,0
P15248,P30049,0
P50542,P62273,0
P21462,Q9UKR5,0
P22888,Q9Y6J9,0
P41146,P62269,0
P57764,O95407,0
Q96F10,Q96MM6,0
Q99879,P09488,0
P06241,Q9NRG1,0
Q96AP0,O95685,0
O43189,P04406,0
Q9H5N1,Q6PF05,0
P10997,P37840,0
O95154,Q07011,0
Q12800,Q6P1J9,1
Q6P1Q0,Q8IYX8,0
P18615,O75072,0
P05000,Q9NYY3,0
O75521,Q96M98,0
Q6NT76,P08590,0
Q02742,Q9P032,0
A0AVF1,Q13542,0
P56211,Q13424,0
Q9UKT8,O14949,0
Q6ZNX1,Q9Y2W2,0
Q9BWU1,Q8NFJ9,0
Q5XUX1,P30740,0
P04141,P49662,0
O14958,Q9NQ33,0
O00161,Q99748,0
Q9Y2J0,O00623,0
Q07021,Q86V81,1
A8K4G0,O43809,0
P30988,Q8N7C3,0
Q9P0T4,Q8WVC0,0
P07355,Q99714,0
P10412,P40933,0
P17812,O95563,0
P22888,O95273,0
Q9NX63,P05062,0
Q96F86,P50213,0
Q8TDQ1,P09493,0
O95415,Q07820,0
Q969S3,P43250,0
Q8TAC2,Q16552,0
Q969M3,A5PLN9,0
Q14469,Q9NZQ7,0
O43301,Q96AP0,0
Q68D85,Q8N344,0
Q9NUN5,Q9BT17,0
P01834,Q07837,0
Q9C004,P31040,0
Q6UXL0,P62306,0
P41567,O60683,0
Q16385,P53582,0
Q15828,Q8TEB1,0
P16871,Q9HC73,1
Q8NA72,A8MPX8,0
Q96QR8,O43316,0
P61964,P47211,0
P35232,O43914,0
Q6PCB8,Q53GT1,0
Q12798,Q58FG1,0
P60201,Q96BA8,1
Q96AE4,Q9BW83,0
Q8N5N7,Q9NZE8,1
Q9GZV8,P20839,0
Q86WR7,Q2TAY7,0
Q86UD0,P01704,0
Q99961,Q9NWZ3,0
P56704,Q9UHP7,0
P17812,P07225,0
P06865,Q8WVC0,0
O60636,Q2M2E3,0
Q9BVK6,Q5JXX7,0
Q15768,P57054,0
Q8NB37,P22830,0
P31997,Q9NVC6,0
Q7LG56,O95944,0
P43358,P36957,0
O95478,O60921,0
P20062,P36897,0
Q9BVC3,P14317,0
O75426,O75478,0
Q13424,Q5T7P8,0
Q8WXF0,Q6NXE6,0
Q8NB37,Q9UK41,0
Q96HJ9,Q99731,0
Q9BVA1,P50052,0
Q03395,P13498,0
Q8IYD1,Q13007,0
P63261,Q01518,1
Q9BYD3,O95154,0
P21810,Q13007,0
O60547,Q9NWT6,1
Q9Y3B3,P07492,0
O15245,Q969V1,0
P58499,Q96JX3,0
P62072,P25800,0
P62318,Q9Y3B1,0
P01562,P50542,0
Q9HAI6,Q8WY22,0
P82663,P46439,0
P13688,Q12800,0
O75822,Q86W74,0
Q14442,O75607,0
P0DI82,Q9UL33,0
Q9NXR7,Q14254,0
Q6ZNX1,O14745,0
Q99519,Q9NV56,0
Q9NRD5,P41181,0
P47224,Q9H334,0
O14613,Q9HC97,0
P48050,Q86VX2,0
A4GXA9,Q96MM6,0
O00425,Q96IK5,0
P46439,Q6P1J9,0
P46527,P49427,1
P28161,Q9H0A6,0
Q8N355,P04921,0
Q7LG56,Q9NS91,0
Q96M98,A0A5C2GVU3,0
A0A5C2GVU3,Q0ZCG9,0
Q8IZK6,Q96AE4,0
P23443,Q5T2W1,0
Q01658,Q86T03,0
O15498,P23942,0
Q8IYU8,P33778,0
P46060,P32455,0
Q9P2S5,O14931,0
Q99643,Q01850,0
Q8NB37,P01258,0
Q9BPX6,Q6ZMG9,0
Q16864,A1L0T0,0
Q8IZI9,P21453,0
O95967,Q9NW38,0
Q9GZX9,P25929,0
Q8IU54,P07357,0
Q13007,Q6PH85,0
O14543,P07195,0
O43193,P84074,0
Q6ZNE5,P07357,0
P00797,Q8NC06,0
O95631,Q9UHD8,0
P29218,P07585,0
Q9UNI1,Q96MM6,0
Q12792,P04921,0
Q07108,Q9Y5A6,0
Q15758,P32455,0
P05000,O75828,0
Q99705,P56377,0
O43278,P20618,0
P51553,Q9NUW8,0
P07686,Q15599,0
Q99731,P30518,0
P35269,Q3MIT2,0
A8MTA8,O95415,0
Q9NX18,O43557,0
O95997,Q12834,1
Q5JXC2,Q96G97,0
P50613,P51948,1
P43351,Q86SG6,0
A0A0K0K1A5,P35249,0
O75494,Q86T03,0
Q15800,Q9UK53,0
P23416,A6NL82,0
P53680,P07686,0
Q13424,P61599,0
Q8NCB2,O95970,0
P18124,P63244,1
P08697,P48023,0
Q9NQ89,Q15326,0
P48549,Q9GZT9,0
P17787,P43351,0
P31644,O95970,0
Q9BQA9,Q5BJH7,0
O95166,P10997,0
O60291,P62829,0
P07205,P08476,0
Q9NV56,Q7Z6G3,0
P49247,P04628,0
O95967,Q7L8A9,0
Q8N2Z9,Q5JR12,0
Q9NS61,P62308,0
Q8N2K0,Q8IVS2,0
Q8N8V4,Q8IV16,0
Q9Y421,Q7Z6G3,0
P53634,Q9NZV8,0
P09382,P16150,1
P28161,P32241,0
Q9NXR7,Q99437,0
Q9P2X0,Q9UIL1,0
P63172,Q9BYC2,0
Q14469,P53778,0
Q8N1G4,Q8IZK6,0
Q9NQX0,Q9GZX7,0
O14613,P29274,0
Q6VN20,P30532,0
Q8N2Z9,Q3KP22,0
Q6P1Q0,P29965,0
O43759,Q2TAY7,0
P40967,P17787,0
Q0ZCI9,Q3MIT2,0
O75683,Q9NX38,0
P48382,Q9Y2R5,0
P26038,P05062,0
Q13007,Q8WZ19,0
O75449,Q15836,0
Q3MJ62,Q8N8V4,0
P51811,Q8WZA0,0
Q99961,Q15637,0
P00156,O75351,0
B2R4R0,P55327,0
P00973,Q8N344,0
Q99741,P0C862,0
O95210,Q9H0R8,1
P46778,Q96EY4,1
Q9H009,Q9Y6G9,0
Q8IU57,O60880,0
P50542,P60033,0
P62256,Q9UK55,0
Q9P126,Q8N4N3,0
P23763,P41181,0
Q9BRT8,Q00765,0
Q02641,P51608,0
O14732,Q7RTV2,0
Q96DF8,Q02641,0
Q9BXA7,Q96A56,0
P61968,Q969V1,0
P23258,P50990,1
Q5VY09,Q7RTV2,0
P0DPB3,Q8IWZ8,0
P35250,Q5JR12,0
Q8IUW5,Q9UDY4,0
P10916,P60174,0
Q99961,P12643,0
Q16533,P08631,0
P15976,Q9H009,0
P04264,Q86U44,0
P46734,Q8WVJ2,0
Q5VUM1,Q9NX18,1
P23942,P49848,0
Q96C86,A0A0B4J2H0,0
P43250,Q86V97,0
Q5UCC4,P10916,0
Q15291,P53582,0
P30550,Q9BZE4,0
Q99592,H9NIM3,0
P00338,Q15797,0
Q13133,Q96PD4,0
P12931,P00338,0
O43159,Q5VUM1,0
P09681,A6NGN9,0
Q4U2R6,Q9P015,1
P17568,Q16795,1
Q9BWU1,O15269,0
Q8ND90,Q8NG41,0
P30926,P40967,0
Q99437,Q8IUW5,0
Q9UJU6,P56703,0
Q9BYD1,P22888,0
O75478,P04921,0
P01137,P37173,1
P09210,Q8IZD4,0
Q2T9J0,Q8TAC2,1
O15488,Q6PCB8,0
Q13478,Q96G97,0
P06858,Q96PK6,0
Q96HR9,O43715,0
