protein1,protein2,interaction
5LXM(1):A,3ULQ(1):A,0
5NMV(1):K,6FJY(1):B,0
6Q8X(2):F,5LF4(1):A,0
3O1I(1):D,6GWJ(1):K,0
3NCY(1):P,2QKM(2):F,0
5X0T(2):C,5X0T(2):F,1
1BUI(1):C,2PVO(1):C,0
6TOQ(1):CCC,3P4P(1):B,0
3P9W(3):E,7CQV(1):E,0
4ES4(1):B,7WZ6(1):B,0
5ET1(1):C,6UEW(1):E,0
4S3O(2):B,5OPI(1):C,0
7L0J(1):A,7L0J(1):B,1
6BX5(1):A,4X2H(1):B,0
4MD9(4):J,4NEE(2):J,0
4CAD(1):B,4M7L(1):H,0
2V5H(1):B,2P9S(1):G,0
6LKI(1):A,1SR4(1):C,0
4DRH(2):D,6KEZ(1):K,0
5B5N(1):I,4BQ8(1):B,0
1QUN(2):C,1QUN(2):D,1
3MOP(1):J,3BC1(1):A,0
6TB2(1):C,2V6X(1):A,0
4X7F(1):C,6WW9(2):Y,0
2ZME(1):D,7D2Y(1):C,0
5DDJ(1):4,5OY4(2):B,0
2XTJ(1):D,2PG1(2):D,0
4CC9(1):B,5WVO(1):D,0
6NYQ(1):H,1Q90(2):C,0
5V74(1):R1,1C4Z(1):D,0
3C75(1):H,2D1P(2):D,0
3TKN(1):A,2F9Z(1):C,0
7RAH(1):D,4XD9(1):A,0
6GHD(1):D,4N0I(1):F,0
5JWR(2):D,6G4J(1):B,0
3NFP(2):H,6TOU(1):A,0
4NTQ(1):A,3DHI(3):E,0
1HL6(1):A,7E36(1):A,0
4UF7(1):B,4DEP(2):E,0
7P3I(1):B,2J8X(2):D,0
6SVL(5):N,3C8K(1):D,0
4P3Y(1):A,7NDF(2):D,0
1OWS(2):A,3DSX(1):A,0
7TUE(1):A,1CD9(1):A,0
6LBX(1):B,4JGH(1):C,0
4C8Q(1):B,3NH7(1):A,0
4G4S(1):O,2PVG(1):C,0
1EBD(1):B,4JYV(1):L,0
6MLK(1):A,1H8T(1):A,0
3VYS(1):C,5HPS(1):B,0
4PBY(2):B,1ORQ(2):C,0
7RBS(2):D,3EB6(1):B,0
3VH7(1):E,1RZK(1):G,0
5DQS(1):A,5LSF(1):A,0
5BXQ(1):A,5HDQ(1):H,0
6KP3(1):B,6UVO(1):D,0
5ONS(1):B,3AQC(2):D,0
2QJY(1):C,7EWM(1):C,0
6HW7(1):H,6S9K(1):B,0
5AHU(1):A,6HD0(1):C,0
3SN6(1):B,6B7M(1):A,0
5EIN(1):B,3TPQ(1):M,0
2V3B(1):B,5F72(2):T,0
5KZM(2):A,5VTM(1):W,0
7AYE(1):B,3BTW(2):E,0
3ZS9(1):A,2J3T(1):C,0
6N4N(2):C,1M63(1):G,0
3B1S(2):D,7P3I(1):B,0
1Z7N(1):B,5JYM(1):D,0
2V7Q(1):J,2QDY(2):B,0
7EJW(1):A,6PFY(1):L,0
4JOI(1):D,5CFC(1):C,0
3VRD(1):A,5JW7(1):A,0
6BBN(1):E,1GCQ(1):B,0
5DJQ(2):E,3B9K(2):F,0
7O6N(1):C,1SFC(3):K,0
6GS1(1):H,5JMO(2):D,0
6MS4(1):B,4V3K(2):B,0
6WH9(3):A,1GAQ(1):A,0
5OKZ(3):M,2V4J(1):D,0
6DFL(1):A,7R49(1):H,0
3GCG(1):A,3GCG(1):B,1
5EXR(1):A,4P78(1):D,0
7RG5(1):B,4DDG(2):N,0
3LPE(4):G,1AIP(1):B,0
6HGG(1):A,6GHO(1):B,0
4M78(2):H,2PV9(2):A,0
1G6V(1):A,1G6V(1):K,1
6P59(2):E,4M76(1):B,0
6R17(1):D,4BKX(1):B,0
3SOH(1):A,4F7U(1):G,0
6CWT(1):F,3UFX(4):E,0
5DO2(2):B,7OZT(1):AAA,0
1HE1(2):B,6KGE(2):A,0
7DV4(2):E,1EF1(2):D,0
6G8R(1):B,5WHA(3):G,0
3MXW(1):L,7OAT(1):A,0
6AOD(1):C,3FHC(1):A,0
3MHV(1):A,5UMI(1):C,0
4R6U(1):C,6BD2(1):A,0
3CUE(2):I,2QCS(1):B,0
3AD7(1):B,1US7(1):A,0
4M0W(1):B,4R6U(1):C,0
7LSG(1):C,3W31(1):B,0
4K81(2):D,5E8D(1):A,0
6S6D(1):A,4OT1(1):A,0
7CQC(1):L,4V0W(2):D,0
8A4B(1):A,3NVN(1):A,0
6C6Q(1):A,5CZ5(1):F,0
4V3K(2):B,6MBA(1):B,0
2OCC(1):E,5DI3(1):B,0
5NBQ(1):G,7KQ7(1):H,0
1YKE(1):B,5N47(2):D,0
2XCM(2):B,6I3V(1):B,0
5X06(1):B,5X06(1):F,1
4Y5X(2):I,2XDQ(1):A,0
3N44(1):F,1YNT(1):G,0
4C31(1):D,4DCN(1):C,0
5OKZ(3):N,6WW9(2):Y,0
1Y4H(1):A,1XTC(1):C,0
5CZV(1):A,6LEA(1):E,0
1O6O(3):C,3GGR(1):C,0
4IJ3(1):A,7FDM(1):C,0
2FU5(1):A,6CWX(1):A,0
2D1P(1):A,5MHR(2):E,0
6S8V(1):A,3N9U(1):B,0
3HVQ(2):A,7TIH(1):Z,0
4IL6(1):T,6H8K(1):L,0
1C4Z(1):A,3GC3(1):B,0
1KG0(1):B,3WXR(1):W,0
6CH3(1):A,3WXR(1):W,0
3N9U(1):B,6I1P(1):H,0
2E74(1):F,2E74(1):G,1
4NZW(1):A,5YK5(1):B,0
3HD8(2):D,3AD7(1):D,0
1H1V(1):G,3STB(1):D,0
6SNS(1):B,4WY4(1):C,0
1XT9(1):A,5WAI(1):A,0
3UOU(1):B,1NTZ(1):J,0
5Z38(2):J,6Z7V(1):E,0
6X04(1):A,2UUY(1):B,0
5XIU(1):A,3OFN(1):H,0
1HXY(1):D,1TII(1):C,0
7MYZ(2):D,2BA0(1):D,0
7JTP(1):L,1CMX(1):B,0
3TMP(3):F,5LZ3(1):A,0
1WRD(1):B,5IJ8(1):F,0
2ZCL(1):L,6ULH(1):A,0
3HY2(1):Y,1FXK(1):B,0
4RND(1):B,5CHL(1):B,0
4O4B(1):A,6K65(1):A,0
2FMM(1):C,4H44(1):A,0
4P6V(1):C,2XGY(1):B,0
4V82(1):BI,3HE5(2):D,0
2EUF(1):A,2EUF(1):B,1
5DA0(1):A,5DA0(1):B,1
3T6G(1):A,3OED(2):D,0
7BV5(1):C,7V8G(1):C,0
4S0U(1):A,7RP2(1):H,0
5WKN(1):B,5EY5(1):B,0
6FQA(1):B,5CSI(1):C,0
6Q8O(1):4,6Q8O(1):A,1
1Q40(3):A,3NHE(1):B,0
3C8K(1):D,5J96(1):B,0
2BYK(2):C,3LH2(1):L,0
2OCC(1):F,4LL4(1):D,0
6FOC(1):H,6C5X(1):C,0
2O25(1):A,2O25(1):D,1
1QAB(1):E,1PKQ(1):A,0
5JQ6(1):L,6Y11(2):G,0
6C5W(2):B,2GTL(1):B,0
3QAZ(2):D,6NE1(1):A,0
6FNN(1):C,5DN6(1):H,0
3W31(1):B,5ILT(1):H,0
3JTL(1):E,5KWY(1):C,0
1BPL(1):A,6KDL(1):B,0
6OGX(1):C,6OGX(1):G,1
5EDV(2):A,1GVN(1):B,0
6ZG3(1):I,5DI3(1):B,0
4BH6(1):L,1DD3(1):B,0
5MG8(1):A,5X3T(1):B,0
7AK8(1):G,3JVT(1):A,0
5TGC(3):B,5H35(1):C,0
5M2S(1):B,2BEX(1):A,0
5ZZN(2):e,1UZX(1):B,0
2O25(1):D,6RHV(1):H,0
4QD2(2):J,5T61(2):j,0
6S9S(1):A,2ZUP(1):B,0
2XA0(1):C,3SHJ(1):V,0
5FBZ(2):C,3TPM(1):A,0
6FZW(1):A,1S3S(1):F,0
5JK7(2):D,6MJ8(1):B,0
6QLB(1):G,2C0L(1):B,0
6AXG(2):C,6JLQ(1):C,0
5VJ1(1):D,5MHS(1):B,0
4M77(2):H,3TPQ(1):M,0
3A0B(1):i,2FYZ(1):F,0
2ZIV(1):B,3Q15(1):A,0
6HW7(1):O,2G9H(1):D,0
2O3B(1):B,7QV8(1):A,0
3F8U(2):D,7ALB(1):h,0
3ASN(2):R,2XND(1):H,0
3H4S(1):A,2BO9(1):A,0
3CLR(1):D,5FB8(1):A,0
4DJD(1):B,4X0K(2):A,0
7D5Q(2):D,5J9T(3):K,0
6DFL(1):A,6HGA(1):H,0
5XYF(1):A,2J56(1):A,0
2ZYZ(1):D,6SS2(1):HHH,0
6YWC(1):B,6UMG(2):h,0
5DN6(1):A,1RVF(1):2,0
6DEX(1):A,6IYB(1):A,0
4YBQ(2):D,4RLJ(2):B,0
2D1P(2):D,6MJ8(1):C,0
1DD3(1):B,4Z8U(1):A,0
3ZHE(1):A,3ZHE(1):B,1
2Z3R(5):J,4G2V(1):B,0
1Y01(1):A,1Y01(1):B,1
6DDR(1):B,5E4W(2):B,0
5XFS(1):A,5XFS(1):B,1
7LTS(1):C,7LTS(1):D,1
3G9W(1):D,1LNU(4):H,0
7B56(1):B,5W5C(1):F,0
2XTJ(1):D,6T9E(1):CCC,0
6R6M(1):B,6GGR(1):A,0
4XT1(1):C,6EHR(1):B,0
2AH1(1):D,5MEV(1):A,0
1IQD(1):A,6S6Y(2):K,0
7S4A(2):D,7RD5(1):F,0
7BWK(2):H,4M6B(2):F,0
6FIB(1):A,2J8X(2):C,0
4GI3(1):C,5DDJ(1):4,0
6OX6(1):A,6OX6(1):B,1
2J59(6):R,1E0F(1):J,0
4WKZ(1):B,1SFC(2):F,0
1KMI(1):Z,7B2T(2):bb,0
2YBR(3):G,2PJW(2):V,0
3UKU(1):B,1VRA(2):A,0
6HAR(1):A,5WHB(1):B,0
3RKO(1):N,4NEE(2):L,0
1L1O(1):D,5UI8(1):G,0
7TUE(1):A,6LB7(1):A,0
7NX0(1):D,1F3U(3):F,0
6Z0O(1):E,7EKN(2):D,0
6YWC(1):B,3TAD(1):A,0
6LBX(1):B,5IRO(2):H,0
6F5D(1):H,1CD3(1):F,0
6G8M(1):P,4X8K(1):A,0
3FF7(1):B,4DDG(2):K,0
5FBZ(2):D,4YTW(1):B,0
1UZX(1):B,6K68(4):L,0
4IW4(1):C,4IW4(1):E,1
7ST8(1):S,6FNP(1):D,0
5OKZ(1):m,5OKZ(1):h,1
2ZZP(1):A,1L9B(1):M,0
7W3U(3):F,2YJN(1):B,0
3D5R(1):C,4S1Z(1):G,0
1T3Q(1):C,5LSJ(1):A,0
6TYD(1):V,1I3O(1):D,0
2H7V(1):A,1HKD(1):D,0
4WI0(1):A,5EUL(1):E,0
3ZL7(1):A,3ZL7(1):C,1
1Z7Q(1):j,6C62(1):D,0
6H71(1):C,3UVV(1):B,0
4PQT(3):B,3ONW(2):B,0
1USV(2):D,5FBZ(2):D,0
2POP(1):C,5L0R(1):A,0
5AQB(1):A,1IAR(1):B,0
5UA4(1):A,2RGN(2):F,0
5H5Z(1):A,7ACY(1):D,0
3O6Q(1):A,4J7B(1):A,0
3DHI(3):A,6L82(1):A,0
7Z71(1):A,6QII(1):B,0
2PBD(1):V,4DIN(1):A,0
4NTX(1):B,5O0W(1):A,0
1RVF(1):1,1RVF(1):H,1
5D9Z(1):A,5D9Z(1):B,1
4PJ0(1):k,4A69(1):C,0
4U1E(1):G,3KJ4(2):D,0
1F0C(1):B,3LDZ(4):G,0
3E0J(4):B,3CFI(1):C,0
5OKZ(4):X,5MSM(1):C,0
2PI2(2):F,2C1M(1):B,0
2OT3(1):A,6E5B(1):T,0
5TPW(1):B,7MYH(1):A,0
6WW9(2):B,2DWZ(2):D,0
4MS4(1):A,4WSI(1):X,0
2P9K(1):C,4V0O(3):C,0
7OWZ(1):A,7OWZ(1):C,1
5EUL(1):V,3D3C(3):C,0
5WYH(2):C,6P59(2):A,0
4E5X(2):H,1CT2(1):E,0
1QHH(1):A,1QHH(1):C,1
6SMO(3):F,7TUE(1):B,0
3WRX(2):B,4XLW(3):F,0
3TKN(2):F,4LPZ(1):B,0
5G5R(1):A,5H2F(1):A,0
5D2M(1):G,3KYH(1):D,0
6WI2(1):B,5MWN(1):C,0
1DOA(2):B,6HAR(1):E,0
6F5D(1):E,1O6O(3):C,0
5XNS(1):A,5XNS(1):C,1
4Z94(1):A,2HFG(1):H,0
5NKK(2):D,1Z0K(2):D,0
4DW2(1):U,3L2O(2):B,0
3H4S(1):E,6W66(1):C,0
6ZT5(1):C,3LB6(1):A,0
5JMV(1):A,7AHU(1):D,0
3NDD(1):B,7QII(1):B,0
4HUQ(1):B,6DFL(1):B,0
5HYU(1):A,4ZGD(2):C,0
2A06(1):R,1P8V(1):A,0
4IZ5(4):D,5HPS(1):A,0
5WE2(1):D,2PM6(1):D,0
6M7A(1):A,6M7A(1):D,1
1TMQ(1):B,5M6X(1):A,0
6YPC(1):K,4HWB(1):L,0
4AP4(1):B,6SEH(1):D,0
4DXE(2):E,4DXE(2):J,1
4AJ5(1):Y,4HUN(1):A,0
1AVG(1):I,7ACZ(1):B,0
2KAI(1):B,4I6J(1):B,0
2ICW(2):H,2V4J(1):F,0
7JFP(1):A,4TSH(1):B,0
1FOE(5):A,1FOE(5):B,1
1YNT(1):G,1VF5(1):G,0
1VF5(1):S,2P5T(2):F,0
5HKK(2):I,5HKK(2):O,1
5WAS(1):A,6BX8(1):B,0
7E62(2):J,5MR3(2):H,0
1WRD(1):A,5B3H(1):C,0
3WYF(1):B,3OKJ(1):R,0
5OKZ(4):b,4X8K(1):B,0
2BTQ(1):B,6YPT(1):B,0
6QGT(1):B,5H2F(1):L,0
7C2F(1):A,1Z7Q(1):l,0
2UWJ(1):E,3TJZ(1):B,0
7LFB(1):H,2Q1Z(1):B,0
4N9G(4):M,7E15(1):B,0
5NVM(1):B,3RKO(2):C,0
7V8F(1):A,1Z7Q(1):o,0
3H1I(1):S,2O01(1):N,0
6KXF(1):C,1PQ1(1):B,0
5YK3(3):H,1ZLH(1):A,0
1STF(1):E,4Q66(1):A,0
7E50(1):A,3SIP(1):F,0
6EQI(1):A,6EQI(1):C,1
5VPD(1):A,5IKC(1):M,0
4ZV0(1):B,4PKI(1):A,0
2OOB(1):A,2OOB(1):B,1
5F5U(1):A,5HVK(2):D,0
5Z38(2):D,2FU5(1):D,0
2CMY(1):B,1NT2(2):A,0
4V82(1):BI,6M7A(1):D,0
2A1T(1):C,1LTA(1):C,0
6ZG3(2):B,5EDV(1):A,0
1PBY(1):C,6P8V(1):H,0
6JHO(1):C,6MVL(1):A,0
2FLR(1):T,1GL0(1):E,0
4BQ6(1):B,3SN6(1):B,0
4U5Y(1):A,6FXN(2):J,0
6J19(1):A,3KJL(4):H,0
4DHX(2):D,5X3X(1):Q,0
6B9M(1):D,4M63(1):A,0
5CL1(1):A,3IM4(1):C,0
2XNX(1):B,5TPW(1):B,0
6Q67(1):B,7MRX(3):F,0
6GLX(1):C,7LC1(1):A,0
1IRU(1):G,2ADF(1):L,0
1KIG(1):H,7AWE(1):R,0
4HZU(1):S,5MEV(1):H,0
6X04(1):B,5TUU(1):B,0
4JO8(1):A,4JO8(1):B,1
3CFI(2):E,4XD7(1):C,0
3TAC(1):B,4N90(2):S,0
3MUD(1):C,3NVM(1):A,0
2FUN(1):A,4TW1(1):D,0
5MAK(1):A,4D9Q(3):B,0
5HHG(1):E,5V1Z(2):D,0
3T4N(1):A,1TIL(1):C,0
1UMB(1):A,6DMX(1):D,0
4AP4(1):F,5DA7(2):D,0
4HXI(1):B,5C4I(1):A,0
5MYC(1):P,6KBM(1):A,0
5HU6(1):D,4Z8L(2):E,0
5J13(1):A,1JQJ(4):A,0
7JUM(2):B,3F8U(2):D,0
3VRD(1):A,5L0Q(1):A,0
2KAI(1):B,2KAI(1):I,1
2ZU6(2):D,6TBN(1):B,0
5MG5(2):S,6Z0O(1):E,0
4V98(1):AN,6FAH(1):A,0
4AQR(1):D,5E79(1):f,0
6BS4(1):B,4CAD(1):B,0
1OEY(1):A,5IX2(1):A,0
1MQL(1):D,3BK3(1):D,0
3TKN(2):F,1RE0(1):A,0
3UUX(4):D,7JTP(1):L,0
4RCA(1):B,6HTR(1):O,0
3UE5(2):B,4G59(2):B,0
6GP1(1):B,7F6L(1):B,0
4G1U(1):A,2FLR(1):T,0
5UMI(1):C,2V7Q(1):C,0
3U88(2):D,2F6M(1):B,0
6LYS(1):E,6WQX(1):B,0
6IEC(4):I,4UAE(1):A,0
1F34(1):A,3Q9N(1):C,0
1EBD(1):C,6FE4(1):J,0
6ASR(1):B,4W5V(1):B,0
7S7R(1):A,6K0R(2):G,0
5TH9(2):M,6Z46(1):C,0
6FIB(1):C,1Y4A(1):E,0
6HGA(1):H,4HCN(1):B,0
2CIO(1):B,3D36(1):C,0
3ZFW(1):A,2FM8(2):C,0
5MG8(1):B,5C4I(1):E,0
5WB2(1):B,2Q97(1):A,0
4DGE(2):B,4DGE(2):D,1
3KH2(2):G,6DFL(1):A,0
1K5G(3):I,7F9L(2):B,0
6S8V(1):B,6MJB(1):A,0
2V7Q(1):D,5T0F(1):A,0
1KA9(1):F,3GJ3(1):A,0
4DL0(1):K,1CUL(1):B,0
4YOM(1):A,6ZXW(1):G,0
7PB8(1):Q,5DQS(1):D,0
7DSA(1):B,6YN1(1):I,0
6ZBK(1):A,7CD8(1):B,0
6H8K(1):3,5NHR(2):D,0
4FA4(1):D,5OKZ(4):V,0
7WZS(1):C,6U4Y(1):A,0
7NFQ(2):D,6EY6(4):H,0
2Z8V(2):B,2XCM(2):D,0
2P9S(1):C,3HD7(2):G,0
4BD2(1):A,7BJV(2):E,0
3D36(1):C,1Y4A(1):I,0
6O1F(1):H,6NBE(1):P,0
3BRT(2):B,3MK7(1):C,0
3UNB(1):X,7EDP(1):B,0
7Q1F(1):B,3O6Q(1):D,0
3L7Z(1):E,2DSQ(1):G,0
2J12(1):B,3ZPV(17):7,0
3UVV(1):B,4N90(2):F,0
6AAF(1):A,5LXM(1):D,0
5CJP(1):E,2VN5(1):B,0
5LXV(1):A,1JK9(1):B,0
3RCZ(1):B,4EO5(1):A,0
3GJ6(1):A,3GJ6(1):B,1
7RD5(2):C,2VXQ(1):H,0
5TZT(1):A,2WS9(1):1,0
6LZ4(1):B,5D50(1):G,0
6I1P(1):9,7UMG(1):C,0
5NBN(2):B,5NBN(2):G,1
6A3W(1):A,2OCF(1):D,0
6GZS(1):B,3OTP(1):C,0
3OAA(3):W,3STB(1):C,0
1B33(1):D,6HX4(2):B,0
4ZV0(1):B,1Z5Y(1):D,0
2EUF(1):B,4CMM(1):A,0
4MXW(1):Y,4C8Q(1):B,0
3WY9(1):A,3WY9(1):C,1
3FDS(1):A,7LEW(1):A,0
4CRY(1):A,4C92(1):G,0
2NPS(1):C,3VHX(1):C,0
1HKD(1):D,3FLO(1):A,0
6YPC(1):W,1LQV(2):D,0
5J4Q(1):B,1VF5(1):R,0
7Z0G(1):C,3NDY(1):E,0
3VA2(1):A,1DD4(2):D,0
1K8R(1):A,1UKV(1):G,0
5C2J(1):A,5C2J(1):B,1
5X3T(1):B,7PB4(1):H,0
4M76(1):B,4R8G(1):E,0
1B35(1):B,6P8U(1):B,0
3OAG(1):B,1JSU(1):C,0
3KLD(1):A,2XTT(1):A,0
5N6Y(1):E,5N6Y(1):D,1
6NYQ(1):C,2XCM(2):F,0
4JBW(2):C,5XA5(1):B,0
6YEV(1):A,5YDK(1):D,0
2GTL(1):M,2V4H(1):B,0
3H0L(2):D,6Z3U(2):E,0
5IMY(1):A,5IMY(1):C,1
3H11(1):B,3OSS(1):D,0
6GOW(1):D,3CQX(1):B,0
1VF5(1):S,5EPM(1):B,0
6FY1(2):X,3W3A(2):O,0
2WO2(1):A,4I1S(1):B,0
3HPH(1):H,4CRY(1):A,0
5WWO(1):C,5B3G(1):B,0
3HRD(1):C,3DXR(1):A,0
5ODI(1):L,1TQB(1):A,0
6L4Z(4):G,6Y11(2):P,0
1L0O(1):C,3C0R(1):C,0
7V6Q(1):D,1B0N(1):B,0
5LZ6(1):B,6GX7(1):G,0
2XQB(1):A,6IWD(1):B,0
3WOF(9):Q,3WOF(9):R,1
3ZYJ(1):A,6DKM(2):D,0
2WTK(2):C,1SXJ(1):F,0
6H0F(3):H,6D0U(1):A,0
3NHE(1):A,3SE4(1):B,0
3SXU(1):B,2AUH(1):A,0
1XTC(1):F,4B2C(1):B,0
7P4A(1):E,5MU3(2):E,0
4TNV(2):T,5KDM(1):A,0
4LX3(1):A,5CWS(2):L,0
6EQI(1):C,4XKL(2):C,0
6UMG(1):R,1F0C(1):A,0
5HXB(1):Z,7NZ9(1):B,0
7E34(1):A,6Y11(1):7,0
4D10(2):B,6GZS(1):A,0
6AF4(1):B,5L75(1):G,0
7E15(1):B,4S1R(1):H,0
6B7M(1):A,3P9W(3):F,0
2Z5B(1):A,2WY3(1):A,0
3ME0(1):B,5X0Z(2):C,0
4C31(1):E,1V7P(1):C,0
3SOB(1):B,5H07(1):A,0
3JUA(1):A,7PI6(2):C,0
3PCR(1):A,6Z4X(2):E,0
4OR5(2):J,4JHJ(2):C,0
1GL1(1):I,7L3L(2):C,0
5FGI(1):I,1KO6(1):A,0
5EDV(2):A,5EDV(2):C,1
3F6Q(1):A,6W66(1):B,0
3WCY(1):I,6I2M(1):B,0
7XAY(1):B,6D68(1):C,0
2Q9Q(2):H,5XNP(1):E,0
5TGC(3):F,4OGR(3):L,0
1OAK(1):A,7RG5(1):B,0
4NN5(1):A,4NN5(1):C,1
1I9R(1):B,1I9R(1):M,1
4UYQ(1):B,6QIO(1):C,0
6WH9(1):B,7QBE(2):F,0
7K5J(4):P,1D8D(1):A,0
6KYW(1):C,6FAE(1):A,0
4LMQ(2):E,4ES4(1):A,0
4CAD(1):B,5TH9(3):J,0
4OT1(1):A,5ONS(1):A,0
6SWH(1):A,2FTK(2):H,0
5AJJ(1):A,2W2D(2):D,0
4QTS(1):A,5L0W(1):A,0
3INB(1):A,1KQF(1):C,0
6FGB(1):A,6J08(2):E,0
6F5D(1):G,6F5D(1):I,1
5YC0(2):D,2J0U(1):A,0
7Y6C(1):B,5WTS(1):B,0
6UUJ(1):B,5T5M(1):G,0
3D2U(2):H,6IF3(1):B,0
6KGE(2):A,6U3B(1):A,0
5IKC(1):M,4AOR(3):C,0
3CQC(1):B,6PGV(1):A,0
3EB6(1):B,3K6G(2):E,0
3F5C(1):B,1Z7Q(1):k,0
6Q8X(2):F,6Q8X(2):O,1
6IJF(1):B,3CBK(1):B,0
5X4L(2):D,5CX3(1):E,0
7MO0(1):B,1XIW(2):E,0
1KA9(1):F,7MO4(2):D,0
2IY1(1):A,5DO9(2):D,0
4BKL(1):E,6GVW(1):C,0
5T7L(1):A,4N3Y(1):A,0
3BS5(1):B,5YAX(1):C,0
3CFI(2):E,1IBV(1):D,0
5XFA(2):F,1M1J(1):A,0
1NCR(1):B,6JLQ(1):A,0
7C3F(6):P,3U9P(2):L,0
3P8M(1):A,6M9Y(1):B,0
1Q90(2):C,5X1F(2):U,0
1NU9(1):A,4DH2(1):A,0
2HD5(1):B,5CM8(1):A,0
6C08(1):C,3DLQ(1):R,0
5FC8(1):E,6I4X(1):A,0
3QML(1):C,2AST(1):C,0
6YEV(1):A,3IFN(1):L,0
5USL(1):X,6Z6V(1):G,0
1QUN(2):C,6ABO(1):B,0
5OTJ(1):L,5B5E(1):k,0
7A1I(1):B,6UUJ(1):C,0
6BYH(2):H,4P78(1):A,0
6KMZ(2):D,1TQB(1):A,0
6TX3(1):B,3EZJ(2):E,0
1L4A(1):A,2X53(1):A,0
2O8G(2):B,1TMQ(1):A,0
6RO0(1):B,2OUL(1):B,0
4NP4(1):H,1YQ4(1):C,0
4UE8(1):B,6D6I(1):A,0
5JWR(2):D,3L70(1):G,0
6F3Z(2):D,5E4W(2):B,0
5H0N(1):B,5H0N(1):E,1
6TOQ(1):CCC,5B04(1):B,0
5IRC(3):A,1QTY(2):U,0
3AE9(1):B,2DOQ(1):B,0
6KKM(1):A,3WWT(1):A,0
5KVE(1):E,4F7G(1):A,0
2W83(1):C,1KYO(1):V,0
5WFI(2):B,3KS0(2):B,0
7R1Z(1):E,5HPY(1):B,0
7JV7(1):A,7JV7(1):B,1
6AF0(1):C,1HXM(4):H,0
1GL2(1):B,1E50(1):B,0
4E6K(1):H,6J19(1):B,0
4NTX(2):A,2QQD(1):E,0
2OO5(1):B,4WLR(1):B,0
7E97(1):C,5XFS(1):B,0
1G7C(1):A,6JDJ(1):B,0
6GVW(1):F,7F90(2):C,0
7KJH(2):D,3HR4(3):E,0
1EGJ(1):H,6ZXS(1):L,0
1VF5(1):D,4I2X(2):F,0
6HGA(1):H,6YPC(1):T,0
3RU4(1):B,4UDU(1):C,0
3U9P(2):D,5OPI(1):B,0
5NCM(1):A,7E6G(1):B,0
7S4A(2):C,7S4A(2):D,1
2ZUP(1):A,7K5J(4):P,0
7QVR(1):BBB,3UKU(1):G,0
4WLR(1):C,5C3L(1):A,0
2GWF(2):D,5M2O(1):B,0
5FVD(1):A,7CP5(1):C,0
3HI2(1):B,5O0W(1):E,0
2BSK(1):A,5VJ1(1):E,0
3U30(1):A,5BS7(1):E,0
2ABZ(1):B,6T7F(1):C,0
6KXD(1):B,2W8B(1):H,0
1KRL(2):D,2Q97(1):A,0
5DJU(2):D,6PXE(2):F,0
1KYO(1):D,2H32(1):B,0
3EGW(1):B,5BZ0(1):A,0
6KEZ(2):H,4WPX(1):E,0
3MML(1):B,4LU5(1):A,0
2DQN(1):A,1KJY(1):B,0
6LZ2(1):A,4WWI(2):B,0
7DOC(1):B,7BWK(2):G,0
4GUX(3):C,4GUX(3):F,1
3E1Z(1):B,4ML0(1):A,0
4D10(1):L,4FOU(1):C,0
2ZIV(1):B,5CZ5(1):F,0
4LVN(1):P,4W5V(1):B,0
4WI0(1):A,5V8Z(2):C,0
3U9D(2):C,3LDZ(4):G,0
5MQC(1):A,3ALQ(1):R,0
3TPM(1):A,7CQV(1):B,0
5DMJ(2):E,7MO5(1):B,0
6MRK(1):U,4PD4(1):C,0
4U6H(1):E,4I0P(1):A,0
4KRD(1):A,4Z80(2):B,0
4ZRL(1):A,2Z5C(2):D,0
5J9U(1):G,3TMH(1):B,0
1YC0(1):I,4WY4(1):C,0
2HD5(1):A,3HI2(1):A,0
5J1S(1):A,7SJQ(1):D,0
5CZV(1):A,1Z56(1):B,0
3IOL(1):A,5N47(2):D,0
3LQV(2):Q,1TX6(1):A,0
4QIC(1):C,3TJZ(1):C,0
4C3I(1):D,4C3I(1):G,1
1BTH(2):Q,3ALQ(1):A,0
4OWT(1):B,7C4S(1):L,0
6W1V(1):F,5DA9(1):C,0
1ZRT(1):E,1ACB(1):E,0
6DFL(1):B,2IJO(1):B,0
4LRX(1):A,1UMB(1):B,0
3ONA(1):B,3C01(3):G,0
5XYV(1):A,7E34(1):B,0
1TQ7(1):A,3TVJ(1):I,0
3OAK(1):D,5MWN(1):F,0
2J3W(1):D,2H47(1):B,0
4ZV4(1):C,3VXM(1):A,0
2GUZ(6):L,6CWX(1):A,0
1GCQ(1):B,4I0P(2):F,0
6LHF(1):A,7AHZ(2):AAA,0
3ZPV(17):6,1QA9(2):D,0
3HEI(4):G,4ZN3(1):A,0
6I1D(1):B,7VLJ(1):A,0
4EUK(1):B,6HUQ(1):P,0
4M78(1):D,5ZZN(1):F,0
4DRH(2):D,6RHV(1):H,0
2NPS(1):A,7CUI(2):C,0
1I1R(1):B,5IM5(1):P,0
3ABL(1):E,1ZLI(1):A,0
2P22(6):C,4P7I(1):C,0
6MXT(1):A,6RPT(1):F,0
3CNQ(1):P,3KLD(1):B,0
6ET9(1):B,2FTK(2):D,0
3CRK(1):A,4FHB(1):A,0
3D85(1):C,4DXS(1):A,0
7EGL(1):B,5E94(1):B,0
6WUD(1):A,5YB2(1):D,0
1LQS(1):L,4ZGM(1):A,0
