protein1,protein2,interaction
P25457,Q9US45,0
O94668,O42846,0
P50528,P87215,0
Q10951,Q09698,0
O14230,P87053,0
O74446,P78789,0
O74398,Q9P802,0
P04910,Q9HFE5,0
Q09924,O14011,0
Q9P6R1,P87027,0
O74771,Q10056,0
P87312,P05501,0
O43036,O60187,0
P52890,P87245,0
O13685,A6X980,0
O59702,O14079,0
O94687,P56286,0
Q03392,Q10159,1
P87314,P26306,0
Q10322,Q9URY0,0
P36618,Q9P7Q8,0
Q10192,Q10067,0
P40380,O14064,0
O74398,P49731,0
O74465,P78929,0
P87215,O94705,0
P08090,O13684,0
Q09142,O14230,0
O42954,Q09154,0
O74555,Q9P7F9,0
Q10951,Q9P6R1,0
O59702,O74966,0
O14140,Q10282,0
O94321,O13790,0
O13370,Q9US52,0
P87050,O59793,0
P56288,P0CF96,0
O74536,O43080,0
Q9P779,Q92399,0
O74991,Q9C107,1
O94476,P36614,0
Q9P7M3,O94276,0
Q92462,O74796,0
Q96WW3,Q09819,0
Q09761,P79015,0
Q9HGL6,O42954,0
P0CT68,O74558,0
O59793,P41887,0
Q09330,O14246,0
Q9P4W1,Q9HGL8,0
O14339,P79071,1
P50523,P87312,0
O13988,O74718,0
Q10477,O94326,0
P14575,P10651,0
O13351,P30261,0
O74986,O14417,0
O42844,P08092,0
O74465,O74518,1
P79010,P29458,0
O94316,Q9HGQ3,0
O13985,P10989,0
P32434,O14388,0
Q10428,O43071,0
P87074,Q9Y738,0
O59680,Q9P7X1,1
O13978,Q9Y7Z1,0
Q9P7X1,Q10330,0
O74825,O13681,0
P50527,O14229,0
Q12126,P87245,0
P32372,Q9P805,0
P36592,Q12126,0
P78761,P04551,0
P0CT68,O60158,0
Q09142,P78929,0
Q9Y7M4,O36019,0
O94321,O94276,0
O14327,P10651,0
P87027,Q9P805,0
Q9UUC6,O14269,0
Q6BDR8,Q9Y7U4,1
P39964,Q9UUM2,0
O94707,O60158,0
P21534,Q9UTF6,1
O14079,O74175,0
O74904,P56523,0
O74446,Q09760,0
O14350,Q9UUM2,1
Q10477,O36019,0
O74966,Q10198,0
Q09170,P40372,0
O42975,O94444,0
O94646,O74433,0
Q9Y794,P87310,0
O42846,Q10951,0
P87027,O14036,0
O60158,Q9P6M0,0
P40377,O13782,0
Q10668,Q1MTN3,0
Q10159,P48009,0
O74895,O94360,0
Q10218,P36582,0
P87051,Q9USV3,1
O74560,Q09760,0
O59734,P79065,0
Q09170,P56523,0
O74533,P50523,1
P08965,Q09924,0
Q09823,Q9UT72,0
P54789,Q96TL7,0
Q9Y7L8,O42932,0
O13728,P87306,0
P0C5Y7,O13684,0
O94556,Q0E7J7,0
P08090,O74536,0
O74825,Q9P7V3,0
O94684,O74511,0
O74446,Q10056,0
P50528,P32586,0
Q9USV3,P26306,0
Q09176,O14021,0
Q09772,O13985,0
Q09906,O14010,0
O14230,Q09330,0
Q10193,Q9Y709,0
Q9UTF6,O42844,0
O13688,O94408,0
Q9P7F9,O42975,0
O74985,O74184,0
G2TRP5,O13826,0
P46595,Q09683,0
P41005,O13802,0
O13351,O14339,0
P87159,O14352,0
P21135,Q09822,0
P36616,P87215,0
Q9USV3,O14388,0
Q9URY0,P87323,0
O60052,Q10668,0
O60052,Q9UTI3,0
O43070,O94276,0
P87215,Q09772,0
P87053,P36616,0
P14575,P10815,0
P39964,O94309,0
P87306,O74774,0
O74398,Q9UTS6,0
Q9Y7L8,O74774,0
Q9UTI8,P04910,0
O14343,Q9Y7Z1,0
G2TRP5,P87238,0
P78794,P0CT77,0
P10815,Q9P7F9,0
Q09916,Q9Y7Z1,1
O74309,O74985,0
P17937,Q9USV1,0
P87314,Q9USL5,0
Q09906,O13286,0
O74311,Q9USY3,1
P87309,O74988,0
P10815,O60150,0
O74910,Q9UT72,0
Q9USM8,Q9UTP0,0
Q9HDX9,P12000,0
O14318,O14399,0
O36019,O13889,0
Q9UUJ1,O94272,0
P87174,P10651,0
O13953,O42832,0
O60158,O74483,0
O74825,Q9USZ6,0
P79015,O14216,0
O60104,Q9USH1,1
O94707,Q09924,0
Q9P805,O13310,0
P78774,Q92352,1
O94288,Q9P7G0,1
Q92462,Q09127,0
O74471,O14230,0
O94244,O60104,0
P28748,Q9Y738,0
O13370,O14399,0
P32390,P41887,0
Q9P7M1,Q92462,0
Q9Y7Z7,P78814,0
O13916,P33520,0
P87074,P27584,0
P79015,Q92358,0
O94707,O74399,0
P78789,P40995,0
P05733,Q09819,0
O13681,P48011,0
Q9P3B2,Q9C0Z9,0
O94542,Q9UUA8,1
O13681,P87126,0
Q10218,O94244,0
O13351,Q9UTK6,0
Q10169,P27584,0
O74718,P79063,1
Q9US52,Q10366,0
O14399,Q9UUJ4,0
P87051,Q06182,0
O42905,O74560,0
O42978,O74825,0
Q9Y7M6,P87053,0
O94705,P07657,1
Q09933,Q9UUC1,0
O74517,Q9Y7N2,0
Q9UUE5,P40381,0
Q10585,Q6BDR8,0
P0C5Y7,P26306,0
Q9P782,Q9UUB7,0
O42975,P0CU09,0
P21135,Q9P7F9,0
A6X980,P08092,0
Q92462,P56287,0
P78814,Q9P7F9,0
O74985,Q9UTI3,1
Q1MTQ1,O74398,0
Q10477,P32390,0
O13936,Q9P6Q6,1
O60164,O14036,0
Q9Y7R3,O94326,0
P50528,Q9UTI8,0
P87323,Q96WV9,0
Q9P6M0,Q9P7M3,1
O74175,P87123,0
Q9UU79,Q92358,0
P07527,O42661,0
P17937,Q10330,1
Q9USV1,O74955,0
Q9Y794,P0CU09,0
Q10056,Q9Y7N2,0
O94687,O94542,0
P41889,P05734,0
O14140,O94616,0
Q09823,O94534,0
Q10366,O94268,0
Q09819,Q9P7G0,0
Q7LL14,Q9UTP0,0
Q9P784,Q9UUC1,1
O13816,P0CT70,0
Q9P7W4,Q9HGQ3,0
Q53EK2,Q9USR7,0
Q9UT32,Q9HDX9,0
Q9UUM2,Q10432,0
Q9Y7M4,O94646,0
O74433,O74772,0
O94321,Q9P7M1,0
Q10173,O13889,0
O13889,O14011,0
Q9UTA4,Q10271,0
P78774,Q9Y7N2,0
Q53EK2,Q10067,0
O94316,Q9UUC6,1
O14241,Q9UUJ1,1
O74653,P46595,0
P36617,P0CT70,0
O36019,Q9USR7,0
P40984,P25457,0
Q9UT76,Q10108,0
G2TRP5,P05219,0
O42978,Q9P7R9,0
P37382,P87123,1
P42656,Q09127,0
P79065,Q10169,1
O59767,Q9Y7M6,0
Q9UTR8,O59790,0
O13728,P87231,0
Q09772,P07657,0
O94238,O74531,0
O94556,Q09906,0
P56523,Q10432,1
P41889,P25457,0
O13953,Q9P7A0,0
O94547,P52890,0
O14036,P40984,0
P05764,Q9P7W4,0
O74518,Q9Y818,0
Q09150,O42661,0
P87314,Q9USG6,0
O74774,Q9USL5,1
Q10428,O42905,0
P30261,Q09772,0
P54789,Q9P7B7,0
O74904,P41005,0
P10651,P30261,0
P04910,O13828,0
P0CT60,P50530,0
O59793,Q9USP9,0
P40848,P36614,0
Q09330,O14011,0
P41889,Q6BDR8,0
O42978,Q10322,0
Q10477,Q9P7E0,0
Q9P7B7,O14140,0
P87324,O74518,0
O14352,P50527,0
O94360,Q9USY3,0
Q9USU3,P50523,0
O13953,Q09819,1
O74311,Q09772,0
O74471,Q10159,0
O94542,Q9Y709,0
O14343,Q9USJ7,0
O74531,P78761,0
O60187,Q9UUE5,0
O43114,P12000,0
Q9UT72,Q07538,0
P36583,Q09914,1
P41005,Q09127,0
Q9P7W4,O14327,0
O74978,P0C5Y7,0
Q9P3B2,P79005,0
Q09116,Q10218,0
O74774,Q10477,0
Q09825,O74825,0
O13351,P40235,0
P26306,P36582,0
O14180,P79071,1
Q9Y7Z7,O14459,0
P87310,P42656,0
Q9Y794,O14097,0
O74465,Q9UUA8,0
O74955,Q9P7V3,1
Q9P7G0,O13816,0
P87314,O14388,0
Q9P782,O94444,0
Q09823,O74555,0
P46595,P36613,0
Q9USG6,O59790,0
P87159,Q9P7G0,0
Q9P784,Q9Y7Z1,1
Q9P7B7,Q92462,0
Q9P6Q0,O74465,0
P10815,Q9Y7N2,0
O94658,O94581,0
Q9P6Q6,O94408,0
Q09196,Q9P7W4,0
P56286,O13985,0
O74465,O74957,1
O14399,Q9URY2,0
O94376,P87306,1
O60016,Q10232,0
P05767,Q10282,0
O14079,O74360,0
Q0E7J7,P12000,0
O42954,O94542,0
O42991,P40372,1
O13777,O59767,0
Q9P7B7,Q9USP0,0
Q92399,O14327,0
Q9URY2,Q9HGQ3,0
Q10169,O94659,0
P78946,Q9USP9,0
P0CT60,P87173,0
Q9USX3,O14352,0
O74771,P87027,0
Q9UT52,O59703,0
P08090,Q09819,0
Q9UUC6,P48009,0
Q9USU3,O94534,0
P10815,Q10432,0
P78946,Q9P805,0
P21534,O59793,0
Q10159,Q9P7F9,0
Q9USJ7,O43070,0
O13728,P0CH07,0
Q9Y709,Q10585,0
O94707,P87074,0
Q9P7R9,O74955,0
P46595,P04688,0
Q09196,P0CH07,0
O94609,P26306,0
Q10193,Q9US45,0
Q7LL14,Q09924,0
O94547,O13816,0
Q9US45,P78761,0
O13836,P78963,0
O14079,O14399,0
P79005,O94707,0
P40381,P50582,0
O14327,Q09191,0
O94616,Q10113,0
Q09916,P32372,0
P79005,O14229,0
P09988,P40381,1
O36027,Q9P6R1,1
O74983,Q00619,0
P36583,P36629,0
P01129,P50530,0
O42995,O74309,0
Q09330,Q10192,0
O13684,Q10067,0
Q9UUC6,P36625,0
P56523,O74653,0
Q9Y7J4,P87323,0
Q9Y709,O94534,0
O42978,Q10272,0
O13988,Q9URY0,0
Q10272,Q10585,0
O74533,Q92462,0
P07527,Q09170,1
O74555,Q0E7J7,0
P32434,P87238,0
Q09892,P14575,0
Q09772,Q10198,0
Q09698,O94450,0
P78946,P0CU09,0
P48009,P50528,0
O59793,P05219,0
O14010,O59680,0
P08090,O94360,0
O74446,O94609,0
O14098,Q9UUB7,0
Q09924,Q9UTK6,0
O74957,Q10103,1
O74854,O13889,0
O74771,P08965,0
Q9UT52,Q09176,0
O94376,O14399,0
P50527,Q9US59,1
O13712,P50530,0
Q9UTP0,Q10193,0
Q0E7J7,Q09914,0
P36582,Q10103,0
Q6BDR8,P40848,0
Q09824,Q9URX6,0
Q9USP9,O74803,0
Q9UTS6,O14352,0
Q9P7P1,P50524,0
P50582,P0CF96,0
O94268,O94285,0
O60104,P87215,0
O14021,O59702,1
O13889,O74471,0
O59767,O74499,0
Q9Y818,Q09142,0
Q10198,P33520,0
O94717,P50582,0
P40848,Q9P784,0
Q9UST6,P06652,0
Q10272,P56287,0
O94376,P17937,0
Q9HGQ3,O14343,0
Q9HDX9,Q9P7X1,0
O74471,O94542,0
O13728,O13688,0
O13351,O13615,0
O74531,Q10134,0
O13953,O14098,0
P28748,O74446,0
Q9USP9,P87231,0
P79015,P41887,0
O94581,O74560,0
O74736,P41889,0
Q10322,O13802,0
O13790,O13916,0
Q9USG6,P27584,0
P28829,O13286,0
Q9P7M1,O43036,0
Q9UUM2,Q09898,0
O42995,P12000,0
O74555,Q9P3B2,0
O94658,P36585,1
O42991,O75011,0
O94547,P06652,1
Q10330,O74986,0
Q9USM8,Q9URY2,0
O74804,O74958,0
Q9US52,P87123,0
Q9UST6,Q10067,0
P40371,O74895,0
O74985,P25457,0
O59734,Q9P6Q0,0
O42709,O36019,0
O14327,O14241,0
O94450,Q10271,0
O42846,P36592,0
O36019,Q10232,0
O13684,Q9UTE6,0
Q1MTN3,O59767,0
Q09683,O13351,0
O74736,Q9Y7U4,0
Q9UUB5,Q02088,0
Q00619,Q9P7V3,0
Q09924,O14241,0
Q9HFE5,Q09772,0
P40995,O42932,0
O36019,O94285,0
Q10322,P87074,0
P87314,P79063,0
Q10218,O13889,0
P41412,O74791,0
O75011,Q9P7Q8,1
P12000,P32390,0
O13826,O13877,0
P36616,Q9P7P2,0
P08965,O36019,0
O42846,P50524,0
Q9P7B7,Q09822,0
O74978,P17937,1
Q9Y7M4,P05219,0
Q92399,O74986,0
P56286,P40372,0
P40996,P78953,0
O13826,O43120,0
O94408,O94444,0
Q9P7W4,P41412,0
Q9P7E0,P56286,0
P07657,P87126,0
P36583,Q09142,0
P05219,P0CT68,0
Q10322,Q9UTS6,0
P08092,Q10295,0
O13688,P78972,0
Q10322,Q9P805,0
O94556,P50528,1
Q01112,Q09763,1
O14318,O14417,0
O74311,P78774,0
O60187,O74796,0
P40377,P41889,0
O42975,Q09116,0
O94556,P12000,0
Q10430,O13370,0
Q10322,P17937,0
P05501,Q12701,0
O14246,Q10432,1
P36585,O13877,0
P32372,Q10366,0
P09322,Q92358,0
O94658,O94620,0
P27638,Q9USP9,0
P78963,Q9Y7J4,0
Q09892,P10506,0
Q9P6Q6,O94542,0
P36617,O74966,0
O42978,P87051,0
P50582,Q9USL5,0
P10506,O74895,0
P27638,O74518,0
O74988,Q9P7X1,1
O94450,O13777,0
O74983,P04910,0
O74772,Q10113,0
P48011,O43070,0
O94707,O94534,0
Q9C0Z9,O14318,0
Q10192,Q92366,1
Q9P6R1,P50530,0
Q09761,O14229,0
Q9USZ3,O14079,0
Q9UT32,O75011,0
Q10295,Q9UTR8,1
Q0E7J7,O74986,0
P30261,P52822,0
P87176,Q7LL14,0
P33520,Q9UT86,0
P40381,O59945,0
Q9UT76,Q9C107,0
Q9P6Q0,O14246,0
P36585,P32390,0
Q9UT76,P50528,0
Q9HDX9,Q9UT46,1
P07334,Q10429,0
O74736,O94355,1
Q10198,Q9US59,0
P32372,Q10295,0
Q10430,Q9P6Q6,0
O74825,P42656,0
Q12381,Q9Y7Z1,0
P26306,A6X980,0
O59800,O13351,0
O74558,O94609,0
O74499,P50528,0
P87126,Q11120,0
P36616,Q9Y7N2,0
O60104,P87310,1
O13978,Q9US59,0
P36617,P87050,0
O74499,O60104,0
O43120,Q09142,0
Q9USP0,Q9UT76,1
Q09191,Q9HDY7,0
O14343,Q9P7P2,0
O94244,Q9HE05,0
Q9UTR8,Q9HDY7,0
Q10316,O42846,0
Q10192,Q9P7B7,0
O74433,Q92366,0
Q92352,O60150,0
O14269,O94609,0
P56523,Q9USG6,0
O59734,O74184,0
P04551,Q9USZ6,0
P50523,O14269,0
O74555,O59793,0
O94658,P08090,0
Q10103,O60129,0
O14170,O43071,0
Q9USZ6,P08090,0
O14198,P40235,0
P05219,P40381,0
O74560,Q9P3B2,0
O13802,P41410,0
O59751,Q9UUC6,0
Q9P782,O94542,0
Q06182,Q9P7R9,0
O36027,Q9P7A0,0
O74536,Q10330,0
P87050,O13728,0
Q10099,Q9UUE5,1
Q9UUB5,Q9P3B2,0
P41887,Q10295,0
P10989,Q10322,0
P40384,Q10099,0
P87215,O74747,0
Q09914,P41411,0
Q09760,P21534,0
O14021,Q09698,1
O13953,Q10067,0
P05733,O42667,0
P40235,Q9P7P1,0
O60150,P78946,0
O14241,Q92352,1
Q09760,O14329,0
P0CU09,P36614,0
Q9USV1,O14180,0
O94609,Q9HE05,0
Q9Y7N2,P10651,0
Q09191,O74560,0
Q9UTA4,O75011,0
O59800,P87126,1
O14098,Q9HFE5,0
O74515,Q09761,0
P05764,Q9UTI3,0
Q09898,O14269,0
P42656,O60104,0
O14216,O74483,0
Q10477,Q96WV9,0
Q9URY2,O13370,0
O94705,O74483,0
Q09154,P78946,0
P40848,Q09170,0
P36592,Q9Y7R3,0
Q9P7T4,O74825,0
O74471,Q9UTE6,0
Q92372,O74804,0
P21534,P79010,1
Q09822,O94609,0
P50524,Q09127,0
O94272,O94288,0
O13964,O14350,0
Q9UT52,P0CT68,0
O74311,Q9Y7R3,0
Q10056,O94620,0
Q09116,Q9P779,0
P78972,O94707,0
P10815,Q09892,0
P78794,O14246,0
O74511,O60129,0
O74517,O13688,0
Q9USX8,O60129,0
O94609,O74483,0
Q9US59,O13286,0
O74854,O94276,0
O42846,O60164,1
O94668,O94684,0
Q09685,P56523,0
O42975,P40381,0
Q09177,Q09196,0
O59790,O74398,0
Q10056,Q10316,0
O13916,Q9USV3,0
O14339,P05767,1
P56287,P56288,1
O74360,Q10668,0
O13836,Q9P7M3,0
P04910,P78789,0
P0CT68,P50527,0
P46595,Q9UST6,0
O13728,Q4PIR3,0
P25457,Q9UTE6,1
O74955,Q09906,0
O43114,Q10067,1
Q10134,O14079,0
Q9P6Q6,Q09825,0
O13877,O13351,0
O13286,O59703,0
O94360,Q09824,0
O74536,O14459,0
Q9USR7,Q09177,0
O59702,O94707,1
P78963,Q9HGL8,0
Q9USZ3,Q1MTN3,0
Q9UU79,Q09823,0
P87027,Q9USR7,0
O13836,O59790,0
Q09819,P78761,0
O74955,O43071,0
Q00619,Q9USV1,0
O42832,Q10330,1
P05767,P78789,0
P29458,P40377,1
Q9URY2,P78761,0
Q9P7Q8,Q12701,0
Q9HFE5,P08647,0
O74175,P78946,1
Q09176,P87215,0
P78814,O13615,0
G2TRP5,Q09698,0
O74774,Q10271,0
Q9P6M0,Q09176,0
O13672,P78814,0
O74988,Q92372,0
O13672,O14246,0
Q96TL7,P87323,0
O42978,P01129,0
O14388,P17937,1
Q09116,O74558,0
O59680,O74533,1
P40997,Q09698,0
Q92399,O36019,0
O74483,O13712,0
O14230,Q09822,0
Q09760,Q10432,0
Q9UTP0,O94376,0
O94268,P36622,0
Q09772,P21534,0
O94620,O94355,0
P56288,Q09924,1
O94408,P87173,1
O14010,O74483,0
P10989,P17937,0
O74555,P87159,0
Q09882,Q9Y7L8,0
Q9HDY7,P37382,0
P28748,O74774,0
O94659,Q09858,0
P50528,Q9Y7M6,0
Q9P4W1,O74531,0
Q09685,P48011,0
Q10429,Q9Y821,0
Q9UU79,O94376,0
O74985,O13688,0
Q1MTN3,Q09914,0
Q9USV3,Q09683,0
O42832,Q9HGQ3,0
O94705,Q9P6R1,0
P50528,O74558,0
P40235,O14246,0
P08090,O74791,0
Q09196,O13988,0
P49731,P36625,0
P52890,C6Y4D0,0
O94717,Q9Y7L8,0
Q12701,Q9Y818,0
P30261,O94321,0
Q9P782,P27638,0
O74433,P79063,0
Q9UTE6,O43070,0
Q09823,O14064,0
Q10585,O13828,0
O13953,O14021,1
P17937,Q9P6Q6,0
O14399,Q09761,0
O42991,Q9USG6,1
O94705,Q9UTK6,0
O74790,O42991,0
O14229,O94609,0
P10989,O13286,0
O42905,P87126,0
O74517,P26306,0
O59703,O74803,0
O94316,Q9C0Z9,0
O14097,P40848,0
O94542,Q9USL5,0
P04688,Q02088,0
O94534,Q9UT46,0
P87027,P36601,0
O59680,P26306,0
Q9USG6,P33520,0
O74803,P0CG72,1
G2TRP5,P36618,0
O14064,O74774,0
P10989,P78929,1
P40996,Q09761,0
O42832,P29458,0
O13988,P40984,0
P50530,O94687,0
P87312,Q9USV1,0
P54789,Q09142,1
P87159,Q9US59,0
P0CT68,P25457,1
Q10109,Q9UT72,0
P36585,Q10134,0
Q9Y7J4,O13877,0
O74465,Q09858,0
Q96WW3,O14241,0
O60164,Q9UT72,0
Q9UUE5,O13684,0
Q9P7J8,O13978,0
O74517,Q9P7F9,0
Q9UUB5,P21135,0
O74983,Q10192,0
O14011,P87126,1
O94355,O42991,0
P87215,Q12126,0
P87324,O94272,0
Q10585,Q01112,0
P50524,Q9C107,0
A6X980,Q9HGQ3,0
O14327,Q9P7J8,0
Q9P802,Q10198,0
Q92372,O74560,0
Q9UUC6,P87215,0
P79065,P0CT60,0
P79063,O43114,0
Q9UUC6,P78929,0
P10506,P36583,0
O59767,O94238,0
P30261,P54789,0
Q9URX6,Q0E7J7,0
P21135,Q9USG6,0
Q09822,O75011,0
O13816,Q09924,0
O74904,O59945,0
O74895,Q9UT86,0
O13790,Q9UUC1,0
P21135,P78972,1
P79005,Q9URY2,0
P79005,O60187,0
Q10193,Q1MTQ9,0
Q09772,O94244,0
O74747,Q9Y821,0
P87126,P08647,0
Q10113,O14010,0
P04910,Q9UTR8,0
O36027,Q10108,0
P36582,P33520,0
Q10429,O14129,0
P41889,O94309,0
O42995,O94616,0
P34208,Q9P7M3,0
O13828,Q9UUI1,0
O42905,P79065,0
P01129,P56288,0
Q9UUJ1,Q1MTQ1,0
O94263,P79065,0
Q10099,Q09858,0
Q9Y738,P41887,0
Q10099,Q09882,0
O74978,Q9UT32,1
P56288,O43071,0
Q9USZ3,O74957,0
O74854,Q09933,0
Q10366,O94423,0
P50528,P79065,0
O13681,O59680,0
O36027,O42661,0
O74736,P34208,0
P32372,Q09808,0
Q92462,Q9Y821,0
Q07538,Q9Y7L8,0
P87053,Q92358,0
P0CT68,Q9UUC1,1
O13978,P32390,0
Q9C0Z9,Q10428,0
O74360,P49731,0
Q4PIR3,O13684,0
O94556,P87309,0
Q09822,Q9C0Z9,0
Q10173,P01129,0
Q9UTP0,Q9P3B2,0
Q9UUB7,P05767,0
O14170,O74983,0
Q9P3B2,Q9P782,0
O42846,P12000,0
O74804,Q9P4W1,0
Q1MTN3,P48009,0
Q9UUJ4,P41889,0
Q9UUA8,Q10193,0
P87027,O94309,0
P04551,Q9HGL8,0
Q10173,P50582,0
P46595,P36614,0
Q09898,Q9P7F9,0
O59767,P05501,0
Q9USP0,O13978,0
P79063,O74978,0
O14352,Q9P7P1,0
O74978,Q09150,0
O13816,P0CU09,0
Q09763,Q9UTI8,0
O74895,O74774,0
P87312,Q9USP9,0
P87027,P78953,0
Q9Y7Z7,O13828,0
P09988,Q9P784,0
O74986,Q03392,0
P79071,Q9USG6,1
O13889,P56286,1
O94326,O94534,0
O13286,P36614,0
P50527,Q10353,0
P79063,Q03392,0
O42846,O94616,0
Q09906,Q11120,0
Q92366,Q10432,0
O13712,P87231,0
O14216,Q92358,0
O94609,P46595,1
O94547,Q10218,0
Q09916,O94326,0
P87159,P28748,0
Q9UUJ1,O14129,0
O74790,P87074,0
Q92372,P36614,0
O42661,O14459,0
P79063,P32390,0
Q96TL7,O94268,0
P32434,Q09808,0
Q7LL14,P40984,0
O59836,O94542,0
P87306,O14170,0
P10989,P26306,0
O94752,Q10366,0
Q9HFE5,O13688,0
O74175,P36585,1
P78946,O42954,0
P0CH07,P0CG72,0
O14079,Q09685,0
O94408,O74966,0
P40384,Q9P7G0,0
O14417,Q9P7G0,0
P78794,O74446,0
Q4PIR3,P10651,0
O59680,O74955,0
Q9UST6,Q10272,0
O94705,P08965,0
O13351,O13852,0
P87314,C6Y4D0,0
P40380,Q10429,0
O74774,P87245,0
P87051,P78774,0
O59702,O14198,0
Q9US59,P87231,0
Q1MTN3,O42954,0
P87324,O14388,0
Q9Y7M4,Q9Y7Z7,0
O60150,P08092,0
Q9P7G0,O94556,0
O13852,O14021,0
Q92358,Q9US52,1
P36613,P41887,0
O94687,Q9UUC1,0
Q9HFE5,Q10429,0
O74511,Q9C0Z9,0
O94658,Q9UTB6,0
O43080,Q9UTE6,0
O60016,O60129,0
O60158,O42932,0
O74311,Q09685,0
Q7LL14,Q9Y7M4,0
P33886,P79010,0
O13852,P50582,0
P36617,P30261,0
P78789,O13615,0
P78761,O74955,0
O74825,P10506,0
Q6BDR8,P05501,0
P87126,P87312,1
Q9UTB6,P87169,0
O14097,Q09823,0
P34208,P87074,1
O42995,Q09772,0
Q9P7W4,Q9URY2,0
P50524,O74774,0
O74533,O94326,0
Q92462,Q10099,0
Q9UTS6,P41889,0
Q09914,O94268,0
P87310,Q9Y7N2,1
P10989,O42846,0
P0CH07,Q9HE05,0
Q9UTP0,O13964,0
Q9UTB6,P21135,0
P36595,Q9UUB5,0
Q53EK2,Q09906,0
O94244,P78789,0
O74978,O42661,0
P87238,P87050,0
P36582,O94542,0
Q11120,P14575,0
Q09698,Q09819,1
Q9P7B8,Q9UTK6,0
O74985,Q01112,0
P0CT70,O74983,0
O94752,O14269,0
P32586,A6X980,0
O59945,Q874R3,0
Q10192,O60104,0
Q09892,Q9UTB6,0
O60129,Q92462,0
P41889,P40381,0
Q09898,Q10316,0
O13615,P10815,0
P40371,O13790,0
O14269,Q12126,0
P10651,P78761,0
P0C5Y7,Q07538,0
Q09685,P08090,0
Q10163,O14079,0
Q9USU3,Q9USP0,0
P50582,Q9P7X1,0
O94658,O13685,0
Q10103,P0CG72,0
O74718,O13916,0
Q09892,Q9HFE5,0
Q10316,Q10353,0
O74904,O59836,0
Q09330,P10989,0
Q9P7W4,O74518,0
P10506,P54789,0
Q9UT46,O14269,0
O60164,O74399,1
O74895,Q9UTI8,1
P12000,P50524,0
O14129,O94408,0
Q09898,O42975,0
O13370,O14352,0
O43114,P87173,0
Q96WW3,P40377,0
Q10316,Q92352,1
P36595,Q9USV3,0
O74309,Q9UTP0,0
Q09822,Q07538,0
Q10322,P87159,0
Q9P779,Q10163,0
O94321,O74518,0
Q09824,O74983,0
P33886,Q9USX3,0
O74825,P87050,0
O42978,P56288,0
A6X980,O14229,1
O14097,P40381,0
Q9P779,P79063,0
O94423,Q9P782,0
O74399,O94658,1
O94450,Q9USP0,0
P36616,Q09916,0
O94603,P87323,0
O94476,O60052,0
O94581,P40997,0
O14399,Q9UT86,0
O13852,O42954,0
Q9UT86,P36585,0
O74471,O94581,1
P40235,Q9US45,0
P32586,P41887,0
O74796,Q1MTQ9,0
Q9UTA4,O74988,0
O14170,Q9P3B2,0
Q11120,O74555,0
P36617,Q09882,0
O74771,O74958,0
O42832,O94658,1
O74398,Q09150,0
P87245,Q09825,1
P33520,O13758,0
Q9Y7L8,Q9UTB6,0
P78946,P56523,0
Q9P7W4,Q9UTR8,0
O43070,Q09717,0
P78946,P46595,0
Q9UUI1,P79065,0
O59767,O60150,0
Q9UT52,P32434,0
Q9UU79,O43120,0
P10651,Q10103,1
Q09824,O94423,0
P27584,P36629,0
O74471,Q9Y7L8,0
P36582,Q09914,1
O94476,P26306,0
P36592,O60164,0
O00102,O74555,0
O74771,O59767,0
P79005,P56287,0
Q9Y7Z7,P05764,0
Q10192,O14246,0
O74796,O74771,0
P28748,O94288,0
Q9USU3,Q7LL14,0
O59755,Q09892,0
O13988,P79010,0
P05767,Q09824,0
P41005,Q9P4W1,0
Q10477,P36582,0
P01129,O14241,0
Q53EK2,P54789,0
O00102,P78946,0
O14339,O14097,0
O59703,O74465,0
O74399,P36613,0
O74311,P07657,0
O94534,P78929,0
Q09127,O60158,0
O14216,O74558,0
P41889,O74360,0
O13790,O13672,0
O42661,O74985,0
Q9P6M0,O14343,0
O13310,Q09760,0
P37382,Q9P7T4,0
Q09760,Q9USM8,0
O74985,P36601,0
O74399,G2TRP5,0
Q92372,O42661,0
O60187,Q10218,1
P28829,P34208,0
O14246,Q09772,0
P0CF96,Q09824,0
O14388,O74398,0
P32586,P04910,0
Q10432,Q9UT46,0
O74175,P07334,0
O59702,Q9USX8,0
O94244,Q09176,0
O13816,Q9P802,0
Q12701,O94707,0
Q9P7T4,Q01112,0
Q9USV1,O94722,0
O94646,Q9UT86,0
Q9Y7M4,Q09191,0
O60187,O13339,0
O13685,O13877,0
Q9P7X1,Q96WW3,0
Q9Y821,O13889,0
P25457,Q9URY2,0
Q9URY0,O94705,0
O74560,O60187,0
Q9UUJ1,O74983,0
P39964,Q09882,1
O14064,Q9UUI1,0
P04551,P0CT60,0
Q09191,Q9UST6,0
O13836,Q9P7V3,0
P10651,Q9UTE6,0
O13782,Q9Y818,0
O74536,O13978,0
P29458,P56286,0
P87306,Q96WV9,0
P87050,Q9Y7N2,0
P05767,O13685,0
O94707,O60164,0
P78794,O13936,0
O94717,Q10056,0
P0CH07,Q09142,0
Q96TL7,Q9US52,1
O14350,O13988,0
O94752,Q9Y818,0
Q0E7J7,O14388,0
P10506,P08965,0
Q10585,O60052,0
O14122,O43080,0
Q09683,O94268,0
Q9P7Q8,O75001,0
Q9P7Y4,P33886,0
Q10113,Q9P7X1,0
P39964,P87312,1
O13916,P41889,1
O59751,P07657,0
