protein1,protein2,interaction
Q944A6,Q8W234,0
Q8LDK3,Q8L736,0
F4HW90,Q9ZQ85,0
P37107,Q39163,0
Q9LZP8,Q9FNY0,0
Q9LNW3,Q9FQ08,0
Q9SEL6,P93045,0
O24408,Q9C5W9,1
Q04614,O81057,0
O82238,O80719,0
Q9SA56,Q9SUI4,1
Q37165,Q9S736,0
Q94AH6,A8MR96,0
Q9FFA7,Q8LDK5,0
Q9SN22,Q9ZVR7,0
Q9SN68,Q9SMN1,0
Q9C5I0,F4JL28,0
Q9C5T4,P92964,0
O24646,O80536,1
O82481,Q9LVG2,0
Q39218,Q8S307,0
Q9SCY5,Q9SKE2,0
Q56Y52,Q9SJJ5,0
Q8W575,Q94JU3,1
O48691,Q9LYN2,0
Q94ID6,O04425,0
Q9LRN8,Q9FJ49,0
O24407,P49678,1
Q1PE48,Q9SUI4,0
Q9SD44,F4IVV0,0
Q9ZUP3,Q9LQ95,0
Q9LZP8,Q8H1F2,0
Q9SGH4,Q9LIR8,0
Q1JPP0,Q9M9S4,0
Q8VZT9,Q941L2,0
Q940D0,Q39233,0
Q9FMA3,Q93YR9,0
O24629,Q9SN10,0
Q9ZUX4,Q9ZTX9,0
A0A178V0F6,Q5BPS3,0
A2RVQ5,P31170,0
Q9S851,P35132,0
Q8GXE2,Q9LJY0,0
Q9C9M7,Q5BPS3,0
P42797,B9DFZ7,0
O82741,O22607,0
Q94ID6,Q9SZJ6,0
P56767,Q8GUI6,0
Q9ZU94,P49597,0
Q9C5W9,O64511,0
O04603,C0LU16,0
P10796,Q9SUR9,0
Q5XXG9,Q9LNJ5,0
O80634,A0A178VZI4,0
B5TM92,Q8LGF7,0
O65665,Q9LKZ3,0
O22456,F4IJJ3,0
O04479,Q9SJF3,0
P49177,P0DKJ7,0
Q8L9A0,Q9FIS1,0
Q9FFF1,O65154,0
Q9LW29,Q9XI73,0
Q94AG2,O82794,0
O64903,A8MSB8,0
Q9C518,Q9LQF0,1
Q8LPR9,Q9SHZ6,0
P60497,Q04614,1
O24629,Q56W16,0
Q8S9I4,Q9LTC5,0
Q39204,Q9SLH3,1
Q945M9,Q9SMP0,1
O64645,O64903,0
Q9SRH6,O82255,0
Q94AY3,Q9LFS4,0
Q9FDX1,O81775,0
O22265,Q9ZPW7,0
Q9LNP6,Q9FRV4,0
Q9AT61,Q8H1U5,0
B4F7P5,Q8LGA1,1
P42753,Q8LGE7,0
Q9XF89,P43273,0
Q39218,Q9S752,0
Q9LYW3,Q9SLH3,0
O24629,Q9M0E0,0
Q8GXA4,Q3EBL9,0
Q96247,Q94KL5,0
Q941L2,Q9CAN4,0
B7ZWR6,Q8W4D8,0
Q8L3Z8,Q940U6,0
Q9SVL0,Q9SCY3,0
Q38841,Q8LAL2,0
Q3EAV6,P55034,0
Q147N7,P33077,0
Q9M1J2,Q9S9U2,0
Q9CA75,O49160,0
O23144,A0A1B1W4Z4,0
P92948,Q9FMD5,0
Q39255,Q9SW27,0
Q9FUD3,Q67Y93,0
Q39140,O81098,0
A0A1B1W4Z4,Q9FMV5,0
Q9LFD5,Q9LIC6,1
Q4VP08,Q9LKL2,0
P46601,Q9SHE8,0
Q9M1R4,P56751,0
O80842,Q84W66,0
O04017,Q8GYJ3,0
Q4PSE2,Q9SFD8,1
Q9SAR0,Q945P2,0
O04292,P46600,1
F4JWS8,P56752,0
F4JCI2,Q9SZE4,0
P93311,O22784,0
Q0V7X4,O24646,0
Q9SSM4,Q9SZE4,0
F4K460,Q9LTJ6,0
O22456,Q38876,1
Q9M8T0,Q9FUY2,0
O65683,Q9FYL3,0
Q9SIQ8,Q95747,0
Q8LAS7,F4JCU0,0
Q9LM46,Q8S8I4,0
P56751,Q5XXG9,0
Q8W4I5,Q3E991,0
Q9FMD7,O64644,0
P25856,Q3E965,0
P0CJ48,Q9SHR7,1
Q9SK66,Q9C9L0,0
Q680Q4,Q9SUQ3,0
P49598,Q9M7Q4,1
Q9SR96,Q9SMP0,0
Q3EBZ2,Q42599,0
Q9M548,O80345,0
Q8GZ13,O22467,0
Q96287,Q8W234,0
F4IED2,Q94B60,0
Q9FGJ3,P41917,0
Q9FMA3,Q9LPZ1,0
Q9LP46,Q8LGE7,0
Q6DBA5,Q9C9A5,0
Q9LQF2,Q9LZP9,0
Q8VZ65,P25859,0
Q8LGE7,P49177,0
Q9SWH5,O23160,0
Q9LKF9,O49279,0
Q8RWA2,Q8LGB6,0
Q9LEZ9,P49177,0
P93835,Q8GYD2,0
Q9AR19,O64687,0
Q9FUD3,Q9LZP8,1
Q9FJE8,B5RID3,0
Q9LML3,P43291,0
Q93ZH2,Q9SKI3,0
Q38829,Q8LD39,0
P49177,Q9LPL4,0
O24407,Q8VZU4,0
P93306,Q9SFC6,0
Q0WTZ3,Q94C40,0
Q9SEL5,Q9FFY6,0
P60497,P93306,1
Q9SA56,Q9LKL2,0
B5TM94,Q9C8Y3,0
Q9LFS4,Q9SA56,0
Q9XFH9,Q9M9M9,0
Q9LD28,Q9LSX9,0
B9DHH7,Q9FGZ5,0
O49279,Q9SAK5,0
Q8RXS1,P92557,0
O65685,Q9SVD7,0
Q9SD44,Q9SQQ6,0
B9DFZ7,Q9FNY3,0
Q8W4J8,O81127,0
Q8L3X8,F4KAN2,0
P53492,O65154,0
Q9LES3,P49597,0
Q0WR66,P53492,0
F4KCL7,Q9FHW2,0
Q9LE63,Q9SUI5,0
Q7X9H5,Q9SUT6,1
P20649,F4JL28,0
Q9LHA8,Q9LND7,0
P92973,Q9FHA7,0
Q8L908,Q8RXG3,0
Q9SXZ2,Q9SV55,0
C0SV14,O04173,0
Q93YR9,Q9SRS9,0
Q8RYC6,Q94JM3,1
Q9SD44,Q94K07,0
Q8LDK5,O22921,0
Q9FMX0,C0SVG1,0
Q9LEZ3,O48845,0
Q84W12,O23212,0
P20649,P0CJ47,0
Q9LRY0,Q944Q0,0
Q42403,Q9SKN5,0
Q9SEU8,Q39026,0
Q94A06,Q9LSI9,0
Q9LVI6,Q9CAR4,0
Q9FRV4,Q9ZWS9,0
Q5S1W2,Q8LEM4,0
A0A7G2E9B1,Q9LTJ6,0
O23212,Q8LGB6,0
Q9SV69,Q9SX27,0
F4JD33,O04603,0
O80719,Q39193,0
Q0WTY4,O49686,0
Q8H1R0,Q9LZP8,0
A9LNK9,Q7XJL1,0
O64645,Q05431,0
Q8RXS1,Q6DUW9,0
O22714,Q84R27,0
Q96291,Q9LMX5,0
P93654,Q38834,0
Q147Q9,Q5ICL9,1
Q38836,Q9M9M9,0
Q9C9Y8,O04017,0
Q9FLV9,Q8VYU8,0
Q9C5G0,Q9STV4,0
Q9XFH9,O24646,0
F4J117,Q9S831,0
Q9M9M9,Q9LZW2,0
A0A384KWX6,O04017,0
Q9S7A3,Q9S7P9,0
Q9SUQ3,Q4PSE3,0
P27521,Q8LFJ6,0
P56780,Q940G6,0
Q9FIU5,C0LGW2,0
Q8L940,Q94F62,0
Q9LUA3,Q04614,0
Q9M1J2,Q9LS00,0
Q38903,Q9ZUU0,0
Q9FJW5,C0LGW2,0
Q9LKL2,Q8GZA8,0
Q94CL9,P54609,0
Q9M1Q1,Q9FIS1,0
Q38869,Q3E965,0
Q0V7X4,Q9FFS0,0
Q9ATB4,P43255,0
O80397,Q05762,0
O22265,P56766,0
F4JCU0,P60129,0
Q9XF67,O82132,0
Q9XFH9,Q9LEX0,0
Q9C9A5,P92964,0
Q9C952,B2GVM9,0
Q9LTC5,Q944Q0,0
Q9XED8,Q9ZTX8,1
Q95695,Q9LQF0,0
Q9FLR1,Q9ZU94,0
Q9STX3,Q9LML3,0
O49397,Q9C5V6,0
Q9SN86,Q9FMB6,0
Q9M8Y4,Q9SCY3,0
O04292,Q8LGI3,0
O80871,A0A7G2E9B1,0
Q9LJ64,A0A384L363,0
Q9LSX7,Q8L4B2,0
Q9SRM4,B9DGI8,0
O22769,Q1PE48,0
O80931,P26288,0
Q8L7K4,Q9SID1,0
F4I0K2,Q84MB2,0
P39697,Q9LSZ9,0
Q9LQF2,P56767,0
Q9FIS1,Q9LPZ1,0
O80642,Q9FYF8,0
Q9SUQ3,Q0WQN9,0
Q9ASZ1,O49627,0
Q9LQW3,Q9LD28,0
P62090,O64682,0
Q9FJK3,P42732,0
P42792,Q8LF89,0
Q9LJB7,P34791,0
Q9LMK7,Q9FIU5,0
Q9FIS1,Q39233,0
Q9XI00,Q9SCZ4,0
Q9LHG0,Q9XI73,0
Q9LMT0,P46601,0
Q9FKW0,Q147Q9,0
Q9SV23,Q9LTW5,0
Q8S8I2,Q38854,0
Q9SVD7,P40940,0
Q9LQW3,O04173,0
Q38897,P59259,0
Q9XFD1,Q84JS6,0
O22775,Q9M9S0,0
Q39140,P48007,0
Q9SKK0,C0LU16,0
Q8L6Y4,Q39214,0
O48528,Q9SN10,0
Q0IGM7,F4JWS8,0
Q8LBC0,O23629,0
Q9LDI3,Q147N7,0
Q39218,Q43725,1
Q944Q0,Q9SUI4,0
Q944I5,Q9SUI4,0
P53665,O82312,0
Q9S9P3,Q9SJ89,0
Q39195,Q700D2,0
Q9SB92,O65448,0
Q42588,O48691,0
O81126,Q944A6,0
F4JCU0,Q9SAZ5,0
Q945P2,Q9S7W5,0
Q9M0K4,Q9FRV4,0
Q8S307,Q8GXA4,0
Q708Y0,Q39211,0
O65421,Q8GY79,0
F4HRV8,O80842,0
F4JCI2,Q9LUJ9,0
Q9SG79,Q9S831,0
P42643,Q9MAL9,1
Q9LSZ9,Q9LEZ3,0
Q9LYW3,Q9M9S0,0
Q9FIW9,Q9M9S0,1
Q9SRS9,O04211,0
Q9FTA2,Q9M3B8,0
Q8H174,Q9XFM0,1
Q8LGI3,P93311,0
Q9LXG0,Q9XF57,0
F4I522,Q1PE48,0
Q8VZS8,P56753,0
Q67Z93,Q39081,0
P56790,Q84JK2,0
Q9SLC8,P33077,0
Q9S752,P93654,0
Q01667,F4HXZ1,0
A0A178VXT0,Q9SB64,0
Q9LSI9,Q0WWQ5,0
A0A384KNJ4,Q9LUJ9,1
P92533,Q42588,0
Q9LE63,P29381,0
B4F7R9,Q9FGI6,0
Q9FMX0,Q8W575,0
Q9LZJ3,Q8W595,0
Q9FQ08,P93002,0
Q9FMA3,Q9SSM7,0
Q9FQ08,Q9C9A5,0
P62109,Q9LMK7,0
Q940H6,Q94K07,0
P13114,Q96299,0
P49177,Q94K78,0
Q94B71,Q8VY21,0
O03042,P10796,1
P62100,Q9S7M2,0
Q7XJK8,Q9SR06,0
Q9C9V9,Q8S897,0
Q9LKZ3,Q9SW80,0
P20649,Q8H1R0,0
Q4PSU4,Q8W2F3,0
Q8L5U0,Q9LVK3,0
Q2V3I3,Q9SVD7,0
Q9XGZ2,Q7PCC6,0
Q9SYQ8,Q9ZVL3,0
Q9SK66,Q5PNU3,0
Q9FK13,Q9SYQ8,0
P92958,Q9SKI2,0
F4I0K2,Q39096,0
Q9SQX9,P93830,0
Q29PQ8,Q9ZNV9,1
Q9ZSM8,Q9FFY6,0
Q94A64,P18064,0
Q9SXZ2,O22769,0
Q9C9L0,Q9FML4,0
Q96291,Q39083,0
Q9SEU8,Q96291,0
A0A654EZG3,Q0WWQ1,0
P59226,Q8GWD7,0
P41917,P46600,0
P25697,P48732,0
Q9M1K0,Q9SYG4,0
Q9XEE8,Q8GWD7,0
Q9S745,Q8GUI6,0
Q9LZ03,Q9FDX1,0
Q9FN69,O82197,0
Q9SA56,Q9LRN8,0
O65155,O49686,0
Q8W4F0,F4KCL7,0
Q9SIQ8,Q9C5S9,0
Q9AT61,Q9ZVB5,0
Q38836,Q9C4Z7,0
O05000,Q9LHG0,0
Q8LBP4,C0LGR9,0
Q9LX90,Q9FJ80,0
Q8L940,O22446,0
P0DKJ7,P93003,0
Q9SE33,Q8S307,0
Q84JY3,Q9FG24,0
Q3EAV6,Q9LMK5,0
P29385,O22286,0
Q9LVU5,Q9FNY3,0
Q9LNT9,Q9STX3,1
P56782,Q9SSM7,0
Q9LD28,Q8VYD2,0
A0A178VXT0,B5TM94,0
Q8LEM7,Q9T0I8,1
P0DKJ7,P35631,0
Q9LNW3,Q6ID77,0
Q07473,F4HXZ1,0
Q42484,Q9C5H9,0
Q9FNY2,Q9LHG8,0
O65154,Q9SKX1,0
Q9LT47,Q9C6B3,0
Q9FMP0,Q9SJM4,0
O49429,P94102,0
B5TM94,Q9LV35,0
Q9SAZ5,Q9SB04,1
P61839,Q84MC7,0
Q29PQ8,Q9SYZ9,0
Q9SZE4,Q9LZ00,0
Q9LM46,Q9FH40,0
Q9M9M9,Q941L2,0
Q9SQU1,Q39009,0
Q3E991,P56752,0
Q43725,Q8LBM2,0
Q94JU3,P42797,0
C0LGN2,C0LGT1,1
Q84JS6,Q9LZI6,0
P53665,O22315,0
Q9SZE4,O49397,0
Q9FGV1,Q6XAT2,0
Q42404,Q8GYN5,0
O82804,Q9SRS9,0
Q9XF67,Q38832,0
Q9SV69,Q9SN43,0
Q56XM9,Q8GX77,0
O05000,O48528,1
P48347,Q8LBK6,0
Q1ECF1,Q37165,0
Q0WR66,Q9FIG9,0
Q9C8N7,F4J9E4,0
Q8GUN5,P56780,0
Q8GX29,Q0PCS3,0
Q9XFD1,Q9SUR3,0
Q9M1G6,Q9LXG5,0
Q6NKX3,Q9SL93,1
P23321,Q6NPF9,0
Q9ZVR7,Q9FJ50,0
Q9SG79,A0A1B1W4Z4,0
Q9SKT0,Q8LFJ6,0
C0LU16,Q6F6B5,0
P93835,Q94BM7,0
Q8GV05,Q8VYU8,0
Q9SHR7,A8MSB8,0
Q9LES3,Q39024,0
Q9FE83,P17839,0
Q9XIC7,Q04996,0
Q8GZA8,O22921,0
O22456,Q9C9M7,0
Q9LKL2,P0C896,0
O80501,Q9CAJ0,0
Q93VJ4,Q9SKX1,1
P92558,Q941L2,0
P83755,Q9SRM4,0
P48000,Q8S897,1
C0LGW2,Q07473,0
Q9FYC2,Q9M9X4,0
P42751,O23144,0
Q9LXG0,Q6F6B5,0
P42797,Q67Z93,0
Q9LIC6,B9DFT4,0
Q56Y52,Q9SVD7,0
Q42404,O65448,0
P40940,Q9SWH4,0
Q8LAL2,Q9XFM0,1
A0A178VZI4,O48528,1
A0A178V0F6,Q05431,0
Q9FY89,O22059,0
P27323,Q9XI00,0
Q0WTY4,Q8LCG7,0
Q9ZVB5,Q9ZSA2,0
Q9SEE9,Q8LGF7,0
C0LGW6,Q8LC53,1
P35132,Q8LFJ6,0
Q5ICL9,Q9FF75,0
Q94ID6,Q9AT61,1
P55852,Q96288,0
Q9LQ95,F4IVV0,0
Q5PNU3,Q8S8I2,0
Q29PV4,O04294,0
Q38837,P92973,0
Q9FGS5,O04341,0
O65448,Q9LXJ2,0
A0A178W1I8,P60497,1
Q9FDX1,Q9S829,0
Q6NLH0,P26289,0
Q8L5W8,Q9SLC8,0
Q7XYY2,Q9M9M6,0
B7ZWR6,Q9ZPW7,0
Q8RYC6,Q9SKN5,1
F4I0K2,Q94A79,0
Q9SID1,Q38876,0
O23212,Q8LAL2,0
Q9S829,Q940U6,0
Q9SJ89,O48691,0
P0CJ47,Q9SNC6,0
Q39019,Q941L2,0
F4I522,Q9SG79,0
Q8RWL4,Q8RWZ1,0
Q9M9S4,P93002,0
Q9SN51,Q9SI15,0
C0LGU5,O65312,0
Q9SKT0,Q9FLV9,0
Q9M9X4,Q6NLF4,0
F4I0K2,P46601,0
O49627,Q9FPQ8,0
Q9FFS0,Q9SGP6,0
Q39101,Q9FNY0,0
O80345,Q8GXH5,0
P49598,Q9SSM7,1
Q9SCP9,Q9C758,0
Q9ZUP3,Q38836,0
Q9LUS6,Q9FGX2,0
Q9ZR04,Q39183,0
Q9SMP0,P93313,0
Q38830,Q9XFM0,1
Q7PCC6,Q9SXZ2,1
Q29PQ8,Q9SAZ5,1
B5TM94,Q9LM46,0
Q9FWY7,Q8LA53,0
O64816,Q9S7A3,0
Q9FNY3,Q9ZVH4,0
Q8W1P0,P34791,0
Q9SII8,B4F7R9,0
Q9LVG4,Q9LFD5,0
Q9SKB2,Q9SG91,0
Q9M3B8,Q9FHH5,0
Q8S2T0,F4J8B6,0
P93002,Q9SWH5,0
Q8L8A5,A0A178WB24,0
Q9C758,Q8H1F2,0
Q8LAD7,P10796,0
Q9SUA6,P42732,0
Q9SI38,Q9SYG4,0
P35632,Q9FV70,0
Q94JM3,C0LGR9,0
Q9XIN0,Q6LA42,0
P56768,Q9SUI4,1
Q9MAL9,Q38854,0
Q9SJ04,O22714,0
Q39194,F4IEZ6,0
Q8RXN4,C0LU16,0
O49687,Q9S7M2,1
Q7X9I0,Q9SKE2,0
O65359,O22607,0
P51102,Q9SZJ6,0
P53665,Q9M1Y1,0
Q39218,Q8GYE4,0
Q39255,Q9M548,0
Q9SHE8,B2GVM9,0
O65448,Q8L500,0
Q9FVS1,Q9SG91,0
P56782,Q8W207,0
Q8LBC0,A0A654EZG3,0
Q39010,Q9SPK4,0
Q8VYA5,Q9LQQ9,0
O04719,O49686,1
Q42545,Q9FJA2,0
Q96321,O49048,0
Q3E991,Q9FGM1,0
Q9CA75,Q9XFH4,0
Q3EAV6,O23212,0
Q9S851,Q8LGE3,0
Q9LN09,Q9ASS4,0
Q8L7C9,P62095,0
Q9FLX7,Q9LKR3,0
Q9FYF8,Q9ZVQ6,0
Q9CAN4,Q9FHW7,1
Q9FIU5,Q3EAI1,0
Q38826,Q949Q5,0
Q8L3Z8,Q9SCY5,0
P04778,Q9LPR8,0
A0A178W1I8,P23321,0
P62095,Q9MAL9,0
P13114,Q8H1B3,0
O81836,P17839,0
Q93YZ7,Q9SUA6,0
Q9FYK0,F4IPZ3,0
Q39255,Q94JY4,0
Q6DUW9,Q9LXG0,0
Q9FHW2,Q9SZJ6,0
A0A1B1W4Z4,Q9FG89,1
Q9FMD5,Q8L7G0,0
Q9LMT0,P25859,0
P49598,Q8LAD7,0
Q9MAM1,P49599,0
Q9M2V2,Q7XA73,0
Q9LQF0,O22763,0
Q1EC57,Q9FVU9,1
Q9SKX1,Q9FLX7,0
C0LGU5,Q9S763,0
Q9LUL4,Q9FMV5,0
Q6F6B5,Q9LV40,0
Q8S9I4,Q8L5U0,0
Q9FFY6,Q8LDC8,0
Q9FGI6,Q8L6Z4,0
Q8S2T0,O80871,0
Q9SV82,Q9FH40,0
Q9LTJ6,O22763,0
Q9SMP0,A0A384KNJ4,0
Q9SWH5,O82804,0
Q944Q0,Q9SPK4,0
Q38876,Q9FRL5,0
Q9FMD7,Q9C4Z7,0
O80396,Q9SKE2,0
Q9FYE6,Q39081,0
Q9FKK2,P56755,0
Q6NLH0,B5TM92,0
P27900,Q3E965,0
O22784,Q944L5,0
Q7XJL1,A0A178WB24,0
Q9FF81,Q9ZUH0,0
Q9FH18,Q38829,0
Q38838,O82741,0
Q9SHE8,A6QRA1,0
Q5ICL9,P42797,0
Q42577,Q9M7X9,0
Q8H1R0,P92532,0
P55737,Q93ZH2,0
Q8L5U0,O81775,0
Q9FML2,Q8LD39,0
Q9SYQ8,O81821,0
Q8S8A0,Q93ZA0,0
Q8LBP6,Q9SEE9,0
O22229,Q9LQW3,0
O22714,P20649,0
Q1G3G5,P33077,0
Q38876,Q94BM7,0
Q9FJH7,Q9LYC1,0
P56782,P56790,1
P56766,Q9FV70,0
Q9LT31,Q9T0I8,0
Q9SLC8,Q9SUR9,0
Q9FMF5,O80992,0
P92557,Q6DBA5,0
Q9ZUB3,Q9C7E8,0
Q9SW07,Q9FJE8,0
Q2V452,Q9M2V2,0
Q9XGN1,Q680Q4,0
Q56W16,Q8LD39,1
O22921,Q7XJK8,0
Q9S763,P40940,0
Q7XJ98,Q9LX90,0
Q9LUJ9,Q8LBM2,0
Q8GXA4,Q9FH18,1
P83755,Q84JU6,0
P0DKJ7,Q9LEZ3,0
Q9SEU8,A0A178UFM8,0
Q0WWQ1,O22265,0
Q9SJU8,Q9C966,0
Q5M759,Q9M1Z5,0
O23310,Q8L4B2,1
Q9LW29,Q9LES3,0
Q9M0E0,P59259,0
O82197,Q0V7X4,0
P42644,Q67Z93,0
Q56YJ8,O48538,0
Q9C5H9,A0A178UTW7,0
Q9FFF1,B9DH29,0
O82238,Q9FYF8,1
F4JL28,Q6NPF9,0
Q9C4Z7,Q8RYC6,0
O65674,A0A178UUW8,0
O81316,Q9FRH7,0
Q9CA59,Q9FGP7,0
Q94K14,Q9C5H9,1
Q9FMA3,Q9SCL7,0
O03042,Q9FRH7,0
Q9XFH9,O80345,0
O65359,Q9SEL5,1
Q94C40,Q9FG89,0
Q9CAJ0,Q9SUI4,0
Q43725,Q9XIN0,0
Q9SI38,P61839,0
O65448,Q9LZ03,0
Q37165,Q9SW07,0
Q9ZUP3,Q9M384,0
O65674,Q9SKK0,1
Q9LMX5,Q9M7Q3,1
O48845,Q38859,0
Q9FHW7,Q9FJE8,0
Q39163,Q9SU24,0
B9DFZ7,O22607,0
O64682,Q6DBA5,0
O22229,Q5BPS3,0
Q9C5X0,Q9C8N7,1
Q8VZS8,A0A654EZG3,0
C0LU16,O49839,0
Q42545,O80365,0
Q9FDX9,Q9LXJ2,0
Q9ZUB3,Q9FLX7,0
Q9FHZ1,P56751,0
Q9ZTX9,Q9FG24,0
Q8H156,Q8L500,0
Q8W4I5,Q8LF89,0
Q6DUW7,Q6IDB8,0
Q0WPY0,F4IXJ7,0
Q42577,Q9LHI0,1
Q501B2,Q9C9W9,0
Q9SU24,P92532,0
Q9FG24,P46640,0
Q8L6Z4,Q9FLP9,0
Q9SJJ5,Q93VI4,0
Q9SCY5,Q9XF67,0
Q8W4J8,Q9LQT8,1
O24646,Q9M0K4,1
Q9LZP8,Q9SN22,0
P93024,P93830,1
Q84LH8,C0LGN2,0
O48963,O65665,0
O80842,P46640,0
P61839,P18064,0
Q8GYD2,Q9S831,0
Q8LAJ7,Q8RWC9,0
O64843,Q9FYE6,0
Q8LEA8,Q9LUJ3,0
Q9LV35,P51102,0
Q9ZQ85,Q7X9I0,0
Q944L5,F4IXJ7,0
Q9CAC5,Q9LVM2,1
Q9S7A3,P27323,0
Q9FZA0,Q9SN73,0
Q39142,Q6DUW7,0
Q3E991,Q8S8P5,0
Q9FNZ4,Q9LUL4,0
Q9SND4,Q501B2,0
F4K460,Q944I5,0
Q9LIR8,Q9FUD3,0
Q9SJU8,P27900,0
Q9FKW0,Q9M7Q4,0
Q9FJE8,Q9LUA3,0
Q9ATB4,Q9SPK4,0
O64682,Q84JU4,0
Q9FIC3,P56761,0
Q9FHH5,Q0WQN9,0
P42774,P43254,0
Q9LZW4,Q8GUI6,0
Q9SU72,P59169,0
P29388,Q700D2,0
Q1JPP0,P93313,0
O81127,O04567,0
Q9LQ95,Q9LV35,0
Q84LG2,Q9M9S4,0
Q8VZS6,Q9FGV1,0
Q9SJ89,Q9ZVB5,0
P21276,Q9SAZ5,0
Q6NPT8,Q9XI73,0
Q9LHG8,Q9FDX9,0
Q9C9Y8,Q9S831,0
Q9M2V2,Q38847,0
Q8LGE7,Q96318,0
Q9SD78,Q9SJM4,0
A8MR96,Q38828,0
Q8GUP3,Q37165,0
O03042,Q9SEL5,0
Q9FML2,P59169,0
Q9SUI4,O82239,0
F4K460,A1A6J5,0
O22265,O80842,1
Q6NKX5,O03986,0
Q39021,Q39142,0
P42774,A0A178WF80,0
Q9LQQ9,Q9SFD5,0
P93003,O22446,0
Q8GUP3,Q94F62,0
Q4PSE2,Q9SLG0,1
Q39192,A0A1P8BCD1,0
Q9SU72,Q9FVS1,0
P48000,P83755,0
Q8L7G0,F4I0K2,0
Q67Y93,Q9C9Y8,0
O81127,Q0WPY0,0
Q6NLF4,Q9CAB6,0
P56769,Q9M7X9,0
Q9SAD4,Q9CA75,0
P31170,Q9SW80,0
Q0WTZ3,Q9SAH7,1
C0SVG1,O23629,0
Q6NMZ4,Q9MBA2,0
Q147G5,P56780,0
Q9S851,Q9M1X5,0
Q8LBL1,Q9C9V9,0
Q42404,Q8VZU4,0
Q9SRR8,Q93VD3,0
Q9SW27,Q9FKZ4,0
Q9FGZ5,F4KCL7,0
Q9LUJ3,Q9FDX1,0
P60129,C0LGR9,0
Q9SR19,Q8VZS8,0
Q9SCZ4,Q9LQQ4,0
P49597,Q9FKK2,0
Q9SN68,Q84MB2,0
Q9C639,C6KIE6,0
Q9FMD5,Q8LEU3,0
Q93ZE2,Q501B2,0
Q43125,Q9SY97,0
Q8W4P1,Q8LDK5,0
Q9FLP9,Q38920,0
Q84R24,Q9SII8,0
A0A178V0F6,C0LGU5,1
Q9C658,Q39183,0
A0A178VZI4,Q945M1,1
B5RID3,Q9LJ64,0
Q946Y7,Q9SZE4,0
Q8W595,O82239,0
Q9LVG4,Q8RWE8,0
Q8H1F2,Q9SV82,0
Q9LHF0,Q9XFD1,0
Q94K14,O04425,0
Q93VI4,Q9M3B8,0
Q9SYQ8,P92557,0
O80800,Q9S7W5,0
P0CJ47,Q9LD28,0
Q9SW27,A0A384LFU6,0
P93045,Q9FVC1,0
Q9FML2,Q9FZE4,0
Q9ZUL3,Q9FQ09,0
Q9FLI3,Q8GUP1,0
P37107,Q8VYB1,0
P56753,Q8GZA8,0
Q944I5,Q9SHZ6,0
Q9M9G6,Q9XIW0,0
Q9LES3,Q39234,0
P55852,Q84JU4,0
Q9ZST4,Q147N7,0
C0LGS3,Q9C658,0
O23342,Q9LT47,0
Q9S736,Q8GY79,0
P13114,Q42403,0
Q9FIU5,O80642,0
Q8LFJ6,Q9FZ32,0
Q9S9N6,Q9FDX1,0
Q9M2V2,Q9SB04,0
P17839,Q9XF57,0
Q96247,Q9LV27,0
Q9FMD5,Q9FHW2,0
P92533,Q42577,1
O24409,Q9C5W9,1
P56753,Q9LVH5,0
Q9SWH4,Q24JJ3,0
Q08467,Q9M9X4,0
A0A384LA38,P42774,0
O65155,Q9LHI0,0
Q9LFS4,Q9FFF1,0
Q944A6,P92964,0
Q8H156,Q8RY59,0
Q05466,P92533,0
Q0WNP7,P56753,0
Q93VT9,O80837,0
Q9ZPY5,Q38912,0
Q4PSE2,Q84W66,1
Q8VY21,Q940U6,0
Q9XF89,Q8VZT9,0
P93654,Q9LP46,0
Q67Z93,Q1G3Z3,0
O49545,C0LGN2,0
Q9C9L2,Q9SN74,1
Q84LG2,Q9LRY0,0
Q56W16,Q9SFD8,0
P28148,P41151,1
Q9FQ08,Q9FUY2,0
O24606,Q38882,0
Q8LGI3,Q9LML3,0
O22938,A8MR65,0
Q9FMV5,O48845,0
Q9ZPH2,Q8GZA8,0
Q84R27,Q39233,0
Q9FWR5,Q9SJF3,0
Q4VP08,P51102,0
Q9LZ03,O22971,0
Q38937,Q39026,0
Q944Q0,Q8L7G0,0
Q7XJU2,O80501,0
O50055,A0A384LA38,0
F4JCI2,Q8VZT8,1
Q94CL9,F4JUL9,0
Q9FIF5,Q9SRS9,0
Q9LUJ9,Q9C9U2,0
Q9SYW8,O03042,0
Q8W104,Q9M1K1,0
Q9FIS1,Q39195,0
Q8W4I5,Q9LSL1,0
Q9C9V9,Q9LPZ1,0
Q9LFS4,P0C896,0
Q9LKR3,Q9C5G0,0
Q9M9M9,P29384,0
Q9FKP8,Q9SG79,0
Q9ZVQ6,Q9LT47,0
Q8W4P1,Q9FVU9,0
O81445,Q8RWC9,1
Q6NPE9,P92948,0
Q94KK7,C0LGN2,0
Q9FMY7,Q9SMR4,0
P56767,C0LGN2,0
Q9LX90,A0A384KWX6,0
Q940X7,Q9S9P3,0
A0A1B1W4Z4,P26289,1
Q9LV35,O80871,0
O23629,P27521,0
Q39023,Q8RYD9,0
Q9M9M9,O22456,0
A2RVQ5,A8MSB8,0
Q9C4Z7,P40940,0
Q9FGI6,Q8RXN4,0
O82794,O81316,0
P94102,Q56W16,0
