protein1,protein2,interaction
P62309,Q99JX3,0
Q923E4,Q8R3R8,0
P54763,P02089,0
P49722,Q5SSL4,0
P60867,P01642,0
P27659,P62830,1
P47911,Q01887,0
P52293,Q61171,0
Q921E6,Q80ZV0,0
P29341,P30280,0
Q9ER88,Q5BN45,0
Q9D9I1,Q69Z66,0
Q8C0X7,Q9D7X3,0
P63005,P25206,0
O35526,Q8C1B7,0
P41778,Q07813,0
P70460,Q8VCW4,0
P26450,Q8BK72,0
O35683,Q9Z1P6,1
P52800,O88942,0
P05214,Q99LM9,0
Q9D9U9,P47962,0
Q9QXV1,Q9QUN7,0
Q60778,O54828,0
Q07813,P01636,0
P35438,Q2VPU4,0
P12023,Q9CZ82,0
Q5BN45,G0YP42,0
Q9JIE6,O54918,0
O08543,Q6ZWY3,0
P31311,Q91VN6,0
Q9CSN1,P12815,0
Q7TS98,Q99N87,0
O35182,Q99LI8,0
P62245,P62281,1
Q01853,Q924T2,0
Q8R4G0,A0A5E3,0
Q8K480,P52633,0
Q9Z0F8,P70347,0
Q9D9I1,Q9CVD2,0
Q9ES28,Q9WVI9,0
P00756,P00757,1
P08207,P19221,0
P01849,Q9D7X3,0
P62892,Q9JIH2,0
P18893,Q91V27,0
P97287,Q62296,0
Q99LX0,Q80XZ4,0
Q8R4A3,P84091,0
Q9JHS3,P28741,0
Q99JY8,P42582,0
P00397,P12787,1
Q9D7W5,P47757,0
O88351,Q9Z1E3,1
Q8VDM4,P15209,0
Q3V0Q6,P15261,0
Q9CPX7,P05132,0
P18572,P97465,0
Q6P8X9,O35449,0
P31938,O35963,0
P83940,Q9QWH1,0
P01901,Q60819,0
P47963,Q61127,0
Q924T2,P97481,0
Q5NCF2,Q9JM63,0
P28033,P62878,0
P36898,Q61626,0
O35226,P0CG50,1
P51150,O88895,0
P55271,Q8R502,0
Q8VCS6,O35305,0
Q9R0Q1,Q65ZI1,0
P35979,P50752,0
Q9JLQ0,Q9D485,0
P05627,P06804,1
P41133,Q00420,0
O70343,P70338,0
Q922F4,Q99PT1,0
Q8BVZ1,P81270,0
P01590,P97814,0
Q9D6K5,Q8VD72,0
Q9D9B8,P09542,0
Q8BYM5,A2AIP0,0
Q02111,Q9Z138,0
P68368,Q8BGW0,0
P13297,P23819,0
Q60819,Q91YD9,0
Q61216,Q8BFU0,0
Q61207,P08152,0
Q14C51,P26516,0
O54786,Q9Z0G0,0
Q60665,Q61391,0
Q62231,Q6A037,0
Q80XZ4,Q9DBC7,0
Q9QZE5,Q9Z2Q6,0
O88485,Q60837,0
P60122,Q61699,0
Q9QZS3,Q8CDD8,0
Q9JIF7,Q8JZM6,0
Q5SSZ7,Q5F201,0
P51450,Q9Z0X1,0
Q9WVI9,Q9D495,0
Q62108,Q8R4I7,1
Q65ZI1,O88895,0
P97792,Q9JIQ3,0
Q61207,Q3UDK1,0
Q9CQC3,Q78JW9,0
Q9Z0X1,Q8VI36,0
P97333,Q9Z0G0,1
P68134,P50538,0
P16858,Q61102,0
P68368,O08734,0
Q9CQV5,Q62296,0
Q8VH51,Q9Z1X4,0
Q9R0Q1,Q61180,0
P68510,B2RSH2,0
Q9Z2X8,P30658,0
Q9R1P1,P35991,0
P35343,Q6DIA7,0
Q9CQT6,Q64287,0
P17433,Q62083,0
O70570,Q8CDD8,0
P00756,O88952,0
Q8R0L9,P30280,0
A2AIP0,Q8CGN5,0
P47963,P68369,0
P70338,Q80US8,0
P35922,P70375,0
Q61771,Q9QYS2,0
Q64010,P22725,0
P53986,Q9JM54,0
O35714,Q8HWE5,0
P52946,Q9Z0H7,0
P39428,A0A0M3KL49,0
Q9CPX7,P97333,0
P28574,P15116,0
P04213,P51150,0
Q8BYM7,Q9WVI9,0
Q9JJY9,Q80U70,0
P15530,O54788,0
Q9DC69,Q99N84,0
F7BJB9,P22892,0
Q06890,Q9WVL2,0
P42582,P97814,0
Q9JJX7,Q9JJW5,0
Q62108,Q9WV31,1
Q6X6Z7,Q9DCJ5,0
Q61626,Q62108,1
P18524,P25206,0
Q9CWE6,P35329,0
Q62348,Q9CWH4,0
Q61768,Q5NCF2,0
P62984,Q62231,0
P23198,Q9CWR8,0
P48168,Q9WV31,0
P99026,Q60692,1
Q9JIQ3,A0A0E4B366,0
Q9ER88,P61205,0
Q9QUI0,P97457,0
B8ZXI1,Q9DB91,0
P47708,Q80X85,0
Q52L64,Q62170,0
Q80VW5,O88786,0
E9Q9F6,Q03526,0
P20937,Q9WTV6,0
P41241,Q9ERR1,0
Q59J78,Q91VD9,1
P01648,Q60631,0
Q80UL9,Q9WTK5,0
Q9R1P0,Q8VDS3,0
Q5R1B3,Q63943,0
Q924Q0,Q9CQV5,0
Q99JW4,Q9D9D8,0
Q64337,Q62424,0
P28076,P0DN34,0
O35683,Q99LY9,1
Q8BJ56,P61965,0
P06804,Q04207,1
Q9WU38,P02088,0
P54763,Q9CZX8,0
Q9QUI0,P51667,0
P01942,P56391,0
Q9D5V5,P01139,0
Q8CJG0,P47962,0
Q149S1,Q9D4K5,1
A0A5E3,P01867,1
Q924H2,Q9DB40,1
Q8BTU1,Q9JLC6,0
P41105,P62911,1
Q5NCF2,P63248,0
P70175,P28078,0
Q9R049,Q9JHJ3,0
O54786,U5LP42,0
P12023,P97318,1
Q99ME6,P12787,0
Q9JJX7,Q9JIF7,0
Q60598,P08551,0
P11499,Q9R0Q7,1
P33242,Q9JHD2,0
P0CG50,P27612,1
P58252,P62862,1
Q8VDS3,Q9CR21,0
Q921D4,P56393,0
P97310,Q60665,0
Q3V0Q6,Q9QXL8,1
Q9WU78,Q3UI43,0
Q8BJ56,P18526,0
P68368,P52633,0
A2RTH0,Q9WVL2,0
P10300,Q9CQ20,0
P01636,P15530,0
P16858,P58252,0
Q91VR7,P41274,0
P48168,Q9EQ14,0
P01887,Q5BN45,0
P25118,P55258,0
Q9EPU5,Q6DID7,0
Q9D9U9,P62309,0
Q8VEG6,P40338,0
Q9CQJ2,O55203,0
Q9CR68,Q9CXY6,0
Q9QZE7,Q6P8Y0,0
Q9JHS3,Q9WVL2,0
P70447,Q9CZ82,0
O08795,P01898,0
Q8CGK7,P63280,0
Q6IMH0,Q9QZ06,0
Q921E6,Q9Z0H7,0
P12787,Q6PAT0,0
P50540,Q9JHF9,0
Q61097,Q8BVN3,0
Q9D9I1,P26043,0
P97792,P14148,0
Q8CJG0,P47741,0
O55234,Q60793,0
Q8BUV3,I6L958,0
Q8VEA4,Q9QZL0,0
Q60773,P70460,0
P42582,Q9R049,0
Q9JMK2,P61967,0
Q8BJ56,Q9DBL9,1
Q6IMH0,Q9DAU1,0
P63085,Q61097,1
Q2VPU4,P30882,0
P63248,Q60876,0
Q91V08,Q9JLQ0,0
P04187,Q9DBL9,0
P04919,P11440,0
A0JLY1,P39087,0
Q8K2F0,Q8R464,0
P49138,Q80Y75,0
Q99LX0,P97372,0
P61967,P62717,0
O88447,P39688,0
O55222,P63143,0
P15806,Q9ES46,0
P61957,Q9DB77,0
P68369,Q9D9D9,1
Q6QLQ4,P01592,0
Q61180,Q80ZK0,0
Q7TMF3,Q91WD5,1
P97484,Q99MH5,0
Q5BN45,Q9WTL8,0
A0A087WRI3,Q8CII9,0
B5KM66,Q9WV60,0
Q91YT0,Q9D6J6,1
P26043,P70671,0
Q6P8X9,Q6SP97,1
Q60773,P50538,0
Q9QZQ0,Q811G0,0
P41183,Q99PT1,0
Q9QUM4,Q9EPB4,0
Q9JHD2,P61924,0
P58064,P07901,0
P59114,P26043,0
P28076,Q923E4,0
Q62093,P61967,0
Q9Z2F6,P09023,0
Q8VCS6,P28574,0
Q62276,Q3UIU2,0
P35802,Q62108,1
O70435,P12970,0
Q07832,Q9JIF7,0
D2D553,Q91YN9,0
Q99K74,Q9JHD2,0
Q8BHJ5,P15702,0
P42866,Q62264,0
Q9EPK5,Q571K4,0
P23812,Q6R891,0
Q03526,O55203,0
Q6P6J0,Q9Z2U1,0
P97459,P50538,0
O35551,Q80US8,0
J3QMY9,P47962,0
P28078,Q925K9,0
P68037,Q9Z1K6,1
Q61327,Q9QUN3,0
P0DP26,Q8BX09,0
Q8K3K8,P0DP26,0
Q6SP97,P43023,0
G5E8A8,P02089,0
P05132,P31324,1
P22315,P46938,0
P84228,P06537,0
Q8VCI5,P97372,0
Q7TSN7,P61089,0
P15307,P47941,0
P03966,Q8C0D7,0
Q3U1F9,P52795,0
A2NTU7,Q99P58,0
P05214,Q6IMH0,1
O88351,Q04211,0
P24860,Q8BUV3,0
P43006,P04224,0
Q7TPM5,Q99PI8,0
P70191,Q99LM9,0
Q63810,Q9DC71,0
Q9JJ59,Q9D9V4,0
Q01114,P26516,0
Q3V0Q6,Q9D439,1
Q3TTA7,O88384,0
Q99KP6,Q9CWY8,0
Q80W99,Q8C456,0
O88634,P14148,0
Q9R207,Q9WTX5,0
P47757,P48281,0
P28741,P20152,0
Q8R4A3,P18527,0
Q6P3B9,Q9D7N3,1
Q5NCF2,P35991,0
P99026,P40336,0
P60766,O70477,0
P06869,P45448,0
Q9DAK2,P01867,0
Q08509,Q62348,0
P18527,Q9JIY5,0
Q99NC0,P11911,0
P63011,Q9QZ06,0
Q65ZL8,J3QMY9,0
P83882,P14719,0
Q99JY8,Q3U1F9,0
P41969,O08543,0
P47708,P63011,1
Q91XD6,P02089,0
Q9CQ39,P63085,0
P47962,Q6ZWV3,1
P01108,Q9CQ91,0
Q9JJX7,Q8CGP6,0
B5KM66,Q9R1S0,0
Q9R1V6,Q00420,0
Q9CQC7,P18469,0
P03921,Q9D6J5,1
Q9Z2U0,Q9DAJ2,0
Q91YD9,Q91VR7,0
P03925,Q99LY9,1
Q9JJW5,P97318,0
Q3TNS5,Q60867,0
P19221,P08113,0
P70188,P16858,0
Q9EPW9,Q6SP97,0
Q9D2U9,P62881,0
Q8K479,Q62227,0
Q9DC71,O89090,0
Q91YI4,Q3TNS5,0
O09061,Q9Z2U1,1
Q8VI33,Q9Z0W1,0
Q9CR88,P54775,0
Q9D9I1,Q8C669,0
P01101,P16675,0
Q99NC0,Q9DCA2,0
Q9JIK5,P04214,0
P58252,Q9CR88,0
Q61160,Q80XZ4,0
Q8CDU5,Q64281,0
Q8VEA4,Q9R109,0
Q61179,Q80UF7,0
P35951,P62918,0
Q61188,Q8BK72,0
P63044,Q148A4,0
Q61207,Q9Z2X8,0
Q9ERE9,Q63932,0
P28652,Q9CQ20,0
P04426,P50538,0
Q91ZW2,Q9CPP6,0
O54901,Q9JIQ3,0
Q8C5G2,P42228,0
P10417,Q04207,1
P50540,O88566,0
P70326,O54864,0
A0JLY1,Q8VDU0,0
Q9JHS3,P20826,0
Q9D5V5,O88786,0
Q8HWB0,Q8R2X8,0
P52800,P54763,1
P0CG50,Q9D2R8,0
P28652,Q9JM73,0
P68372,Q61884,1
Q31099,Q91WC1,0
Q9R207,Q8K3I6,0
Q91ZW2,Q9D8E6,0
Q80U63,Q9JJY9,0
P01900,P20937,1
Q61584,Q60591,0
Q9D485,Q9DAG4,1
Q61456,Q5XJY5,0
Q8BK72,P52927,0
P60710,Q3UYI6,0
O88952,Q9CQT6,0
P42582,Q6PHZ2,0
Q04211,P46737,0
Q8CIB5,Q9R1S0,0
P14719,Q9WVL2,0
Q62108,Q8BX10,1
Q8R409,Q9ER88,0
Q9CQJ8,Q60838,0
Q8VCS6,Q9CQ39,1
Q91YN9,P17182,0
Q922G7,Q9Z0F8,0
P62082,P62245,1
Q9WVB3,Q8CFE3,0
O70589,O88653,0
P01808,P21784,0
Q6Q783,Q9WVK0,0
P70196,Q9QYK7,1
Q00420,Q91XU0,0
P70338,P20152,0
P01865,Q921D4,0
P52293,Q9ERE9,0
P70372,Q3HNM7,0
Q9D4K5,P28078,0
Q8BVM4,O54864,0
P05214,P35979,0
O55222,Q9WU39,0
P23798,P06343,0
Q9JM13,Q62232,0
O70274,Q8VCD5,0
Q9CQA5,O54972,0
Q91VD9,Q9CXZ1,1
P09023,Q9QZE7,0
P02089,Q9CWY8,0
Q9QUN3,Q9D7W5,0
Q99ME6,P62881,0
Q8VCB2,P29341,0
Q80WG5,Q9QUI0,0
Q9CWY8,Q9Z0G0,0
Q4KKZ1,Q6P8Y0,1
P29754,Q9CQ20,0
P61965,Q9DAS2,0
P30882,O35526,0
Q9QZE5,Q9Z0F8,0
P06804,P25118,1
Q5SSZ7,P62264,0
P49710,P04224,0
P33242,B8ZXI1,0
O35551,Q61768,0
Q8BVN3,Q7TSN7,0
P01648,Q99LI5,0
Q8R464,Q60819,0
P26350,A2AIP0,0
O70435,P42227,0
Q922G7,P53986,0
P13504,E9Q9F6,0
P09405,Q69ZK9,0
Q9D2U9,Q9R1P3,0
Q62318,P09632,0
Q9EPL2,Q9Z0G0,0
P56391,Q9R207,0
Q9D7X3,O70343,0
P58059,Q00560,0
A2RTH0,P01679,0
P00397,Q64028,0
Q8BFZ4,P01592,0
P41778,P97302,0
Q61066,P54763,0
Q80XE1,P62806,0
P06869,Q9CPU2,0
Q9QUM9,Q9R1P0,1
Q3HNM7,Q5R1C2,0
P01679,Q9DB40,0
P41241,Q08024,0
Q80ZS3,Q8K480,0
Q9CQI9,Q9D415,0
P70288,Q9JIY5,0
Q9CQ91,Q91YD9,0
P05627,Q9R1S0,0
Q9JLQ0,Q6SP97,0
Q8C5G2,Q9R0P9,0
P68372,Q920N1,1
Q8CHU3,P97333,0
A0A2R8VHF7,P61087,0
P81270,P41274,0
P70696,P03966,0
P62855,Q8BLC3,0
P70452,Q31093,0
Q922Y1,O09044,0
A0JLY1,P05214,1
P62908,P03966,0
P01878,P63328,0
Q9CXY6,Q8BHN3,0
Q9JJY9,P46460,0
O54714,O54828,0
P28574,P50540,1
Q921D4,P62301,0
A2NUE8,Q99PT1,0
P00756,Q9R0P5,0
Q9CQZ6,O70477,0
O88508,Q9CQ39,0
Q8BX10,O54714,0
P47753,P22091,0
Q61083,P01887,0
P05214,Q7TPM5,1
P01139,Q64729,0
Q924H2,P01852,0
Q8C0J2,Q924X6,0
P98084,P33242,0
P47811,P97333,0
P01897,Q9WU32,1
Q60809,P03966,0
P01837,U5LP42,1
Q8K245,P28741,0
Q62231,P97459,0
Q8BPZ8,Q8C0J2,0
Q9D2N4,P22366,0
P49769,Q91ZD4,0
Q8JZM0,P58283,0
Q9CZQ9,O54784,0
Q6DID7,Q8BG40,0
P23204,P28700,1
P39429,P48346,0
Q9JMA2,Q9JI78,0
Q60770,Q9D8C6,0
P61514,Q8K2G4,0
Q62312,Q9D9I1,0
Q9DAS2,Q60631,0
Q9ER88,P46096,0
Q61457,P09631,0
Q99MB1,Q61324,0
P70375,Q9CR61,0
Q9Z2D6,Q61457,0
P54775,Q9QZ88,0
Q9EPW9,P61957,0
Q3TWN3,Q60722,0
P15535,P20334,0
Q9JLC6,Q9JKS4,0
Q9DAM2,P47915,0
Q9Z1N2,Q62083,0
P84228,Q9WV86,0
Q8CFE3,P35585,0
P63073,P06332,0
Q8CGP4,Q9Z0F8,0
Q9QUQ5,Q8BJ56,0
P61080,Q76MZ3,0
P62812,P63137,1
Q9D9T8,Q9DAJ2,1
P27792,B5KM66,0
O88634,P01679,0
Q9D4K5,P27792,0
Q9CQJ2,Q91VD9,0
Q62179,Q5EE38,0
Q9R0P5,Q61771,0
P61161,Q9WUL5,0
Q9D9V4,P30882,0
P04187,Q62170,0
Q3UYI6,X5J519,0
Q9WUL7,Q9D6K5,0
Q8BGD7,Q8CGK7,0
Q8BLC3,P39428,0
Q8R1I1,P08046,0
Q64028,A2ARP9,0
Q8BG40,P28741,0
Q9D8V0,P68373,0
Q8BUN5,Q8R2K4,0
P47915,Q9JHS3,0
Q99LM9,Q61387,0
P62862,Q99PI8,0
Q61127,Q60855,0
Q924H2,P70338,0
P51141,Q8BVM4,0
B5KM66,P22605,0
P60710,Q6PD24,0
P50540,Q8C4V4,0
O70274,P48168,0
Q9R1P1,Q9R1P3,1
P42866,O88643,0
Q76MZ3,E9Q9F6,0
Q8C437,P14131,0
P60879,Q9D2Y4,0
Q61884,O70435,0
P46935,Q9WU38,1
Q9CZQ9,P26687,0
Q8K3W0,Q62296,0
Q8K245,P62962,0
Q9Z1X4,Q63810,0
P18526,Q62264,0
P62309,P16858,0
P01723,Q3V1H9,0
A2A825,P15307,0
Q9Z0X1,Q80ZS3,0
Q91WQ5,Q9DAU1,0
P50752,P04228,0
Q925K9,Q03358,0
P61087,O09044,0
P26043,Q9R1P1,0
Q921D4,Q61140,0
Q80UL9,Q02242,0
P01750,Q9CXW2,0
P70441,P01837,0
P05977,Q31099,0
Q91WQ5,Q9WVG6,0
Q9CZX8,O88509,0
Q8CJG0,Q99M51,0
P28741,P61205,0
Q99L88,P50752,0
Q8K3K8,Q9WUN2,1
P48453,Q60876,0
O70394,P53986,0
Q9R0P9,Q9JIY5,0
P01747,O70589,0
Q9JHJ3,Q8CDJ3,0
Q6ZWY3,P35922,0
Q5R1C2,P01590,0
P70677,Q9CWF6,0
P61967,Q5SSL4,0
P50752,O88942,0
P00397,P0DN34,1
P01723,P01801,1
Q9D439,Q9CWF6,0
P97371,Q61666,0
A6H6Q4,P04224,0
P03925,Q793I8,0
O35089,Q9WVL2,0
P54841,P18525,0
O08603,Q9JIY5,0
Q9EPC1,P26043,0
Q8C2B3,P01642,0
P97432,P24604,0
P01904,Q9CQA6,0
Q149S1,Q924X6,0
P01679,O55033,0
Q3UYV9,Q9D131,0
Q62073,Q8CF89,1
Q8VEA4,Q9CQJ8,0
P08505,A0A0M3KL49,0
Q8VI24,P09022,0
Q5SW45,P22605,0
Q91Y86,Q9DC37,0
P08207,Q8VCQ3,0
Q9QYH6,Q9CQT6,0
P12815,Q60631,0
Q62108,P09023,0
Q62158,P01645,0
O70570,O88942,0
Q9WU38,Q9CPR8,0
Q8K3I6,P20334,0
Q9WUB0,Q9WUL5,0
P46660,Q9WTV6,0
Q99K74,Q99K90,0
Q00420,P62259,0
Q9Z0W1,P18052,0
P14753,Q8R0L9,0
Q61097,Q9Z0G0,0
Q9CQP2,Q52L64,0
Q9JIY5,P62754,0
Q9D4K7,P10417,0
Q8VE22,P08103,0
Q61730,O54784,0
P03921,P02088,0
Q3UYI6,Q5SW45,0
P52946,P12367,0
Q7TMM9,P18532,0
Q63739,Q60772,0
Q99JB6,Q9D3X8,0
Q9WUU8,P52293,0
P31311,Q6ZQ88,0
P25206,O89090,0
O55029,P28652,0
P60879,P28078,0
Q9D485,Q9DAS2,1
Q8CDJ3,Q62276,0
Q9D7W5,Q9JKS4,0
Q60795,Q61827,1
Q9D8B7,O88811,0
P27782,Q61699,0
P50538,P07356,0
P07356,P70191,0
Q62108,Q80UL9,0
Q9CWF6,Q9D9D8,0
Q06507,Q61216,0
P97792,P18525,0
P01590,P70196,0
Q9JMK2,Q9CQA5,0
Q6A037,P62878,0
Q920N1,Q80XZ4,0
Q9CQ54,Q02242,0
Q9JHD2,Q91XD6,0
Q61234,P04925,0
P97318,Q99N28,0
Q7TS55,P98083,0
Q64261,Q62424,0
P41136,Q80Y75,0
Q04735,Q9EPW9,0
Q99N87,Q9D7N3,1
Q61102,Q9WTM5,0
P62812,P70191,0
Q61160,Q8VDS3,0
Q9Z0F8,Q9WV86,0
P63137,Q99ME6,0
Q8CCI5,P84750,0
Q9QZE7,Q02242,0
P51150,A0A0U5BC76,0
Q61584,O08586,0
P62137,Q8C1Z7,0
A0A0E4B366,Q9CZQ9,0
Q924H2,P25322,0
P70343,P63101,0
O55203,Q9CQ69,0
Q9QWH1,P20152,0
Q9CQJ4,P43023,0
Q8VCW4,Q99MB1,1
Q80ZK0,P70218,0
Q9DCJ5,Q9ERS2,1
Q9QWV9,Q9CQ39,0
P48787,O54784,0
Q9R0X0,Q99N57,0
Q8BH43,P35330,0
Q62276,Q9D7W5,1
Q99JB4,P26369,0
P49138,Q8R464,0
P00158,Q9DBL9,0
Q62424,Q9D9D8,0
O08603,F7BJB9,0
Q9CXY6,P99028,0
Q9EPK5,P09450,0
P07901,Q9QZE5,0
O88447,Q3TTA7,0
P01843,P01869,1
O08795,Q2WF71,0
Q99PI8,P26350,0
Q9Z1X4,O55234,0
P18181,Q9CR88,0
P62301,Q9DB40,0
P30999,Q8C6B2,0
Q9WUL5,P35235,0
P15806,Q02067,1
Q91V27,P16675,0
Q99P58,Q9R0Q1,1
Q5SSZ7,Q9R111,0
O88509,Q9R1P1,0
Q02242,P62482,0
Q60989,Q9DC40,0
Q80V24,Q8R0W1,0
Q8VCB2,O35129,0
Q61190,Q9EST8,0
Q9WTX6,Q9CQP8,0
O55234,O70274,0
Q9CQ39,Q9QWV4,0
A6H6Q4,O54901,0
Q9CPW4,Q53VQ5,0
Q8R2L5,P25911,0
O08603,P37238,0
Q8R2X8,Q61207,0
Q9WV31,D2D553,0
Q8R4I1,P26049,0
O08543,O88282,0
P16872,Q9JIE6,1
Q31099,Q01887,0
Q5BN45,Q91YT0,0
P61089,P01645,0
Q9WVK0,Q5BN45,0
Q9CQY1,P10300,0
P97457,P52633,0
P19785,Q9QZL0,0
P01648,Q8CGS2,0
P61809,Q80WG5,0
Q5SRX1,Q3UNW5,0
P97377,Q61456,1
P14429,P16297,0
P61205,Q9R1P1,0
P03921,P48771,1
P43432,O70439,0
P62849,O09108,0
Q6X6Z7,Q9JJR7,0
Q3HNM7,P10148,0
P18572,P39429,0
P03899,Q99LC3,1
Q8R1R4,Q9R1P4,0
P28574,P70375,0
P34902,P84751,0
P62317,P16872,0
Q8VEA4,Q02242,0
Q8K3I6,Q9ER88,0
P15116,Q99J83,0
P17433,Q9QZE5,0
Q9D7W5,Q9CQA6,0
Q60954,P27792,0
Q9DBL9,P23798,0
Q9QWH1,O35449,0
Q8R409,P12815,0
Q9D8C6,P70280,0
P70362,Q9R1P0,0
Q01887,P62270,0
Q9R1S0,P63248,0
Q9JIY5,P01108,0
Q922G7,Q9CQ75,0
P60904,P43404,0
E9Q9W7,P63085,0
Q9CQA6,Q02242,0
A2NU21,Q9DB40,0
Q99L88,Q64010,0
Q5SSZ7,Q6ZWU9,0
Q61337,Q8R3R8,0
Q793I8,Q65ZI1,0
Q924Q0,P70343,0
A2NTU7,Q5SW45,0
Q9JIY5,P43404,0
P01942,P20152,0
Q8C1Z7,P14131,0
P62315,Q5EE38,0
Q9DAR0,P06339,0
P29452,Q505F1,0
P63141,Q61733,0
Q9ER88,P54728,0
Q9WVR4,Q9CZB6,0
Q04211,P35700,0
P33896,Q61730,0
P97371,O70477,0
P48281,Q3U1F9,0
Q31093,P01642,0
P05480,Q62170,0
Q921A6,P47757,0
Q9QXL8,Q08509,0
P03925,Q9CQT6,0
P01590,Q60821,0
Q6P8X9,Q91V61,0
Q8VH51,P54818,0
Q9QWH1,Q9D0M3,0
O55029,P28741,0
P35802,Q8R4E9,0
P13297,P31938,0
Q5F201,O88685,0
D2YW38,Q80Y75,0
Q9DCJ7,Q9CZ13,0
P41136,P39054,0
Q07763,Q91VR7,0
P35831,P70375,0
Q64028,P01823,0
Q6ZQ88,Q9JLC6,0
P19785,O09111,0
O35182,Q3V3N7,0
P01837,P01897,1
Q60692,P52293,0
Q6P6J0,P70447,0
P35456,P05132,0
O09061,P56399,0
Q9WVI9,Q62179,0
Q8CGN5,O70343,0
Q9R233,O54709,0
P04224,Q9QUN3,0
A2NTY6,Q91ZW2,0
Q8VEA4,Q9QZ88,0
P01738,P03966,0
P01901,O08665,0
Q9CQ39,Q8VCI5,0
P46935,P05480,0
A0A087WRI3,Q9DCS9,0
Q9JI78,Q8R464,0
Q53VQ5,P04925,0
Q69ZK9,Q61083,0
Q8R2X8,Q78JW9,0
Q60795,Q8BFU0,0
P09632,P52946,0
P51943,D3Z338,0
Q62093,Q9R1S0,0
Q60769,Q91ZW2,0
P26049,P01101,0
Q01887,O35129,0
Q80XZ4,P62270,0
P01849,P01851,1
Q8BG40,P53566,0
P16858,P35802,0
P18872,Q7TQF7,0
Q61733,Q80TG9,0
P97351,Q8K480,0
P97377,Q3U1F9,0
P28063,Q9ERS2,0
Q63932,P52800,0
Q99ME6,Q8CHU3,0
Q8CBW3,Q8BGD7,0
Q9D0B8,O88685,0
P54775,Q80WQ6,0
P11798,Q3TWN3,0
P47962,Q80WQ6,0
Q9CQ69,Q9CWR8,0
Q6P6J0,Q9QUN3,0
P41105,A0JLY1,0
P48772,P34902,0
P18052,Q60631,1
Q62406,Q8JZM6,0
P61080,P61957,0
Q3UI43,Q91ZW2,0
Q80UF7,Q8CCI5,0
Q9CPU2,O70274,0
Q3TL44,P42225,0
Q9Z0F8,Q8BH43,0
P08152,O54828,0
Q9CQY1,P00405,0
O88685,Q99J83,0
O54901,E9Q9F6,0
Q9EQH3,Q01853,0
P22725,O88703,0
O54788,O70589,0
P01904,Q8R1I1,0
P70696,Q5U5Q9,0
O88703,O35963,0
P10749,Q3V1H9,0
P41778,P99028,0
Q9JMA2,P62843,0
Q9EQS3,Q9DAD0,0
O08603,Q80Y75,0
Q53VQ5,P59178,0
A0A2R8VHF7,P27467,0
Q8C5G2,P22725,0
O70439,P60202,0
P53566,Q91YD9,0
Q9D0B8,Q60837,0
Q9JM05,Q9CQP8,0
Q9D9U9,O54709,0
Q9JM73,P01660,0
O35963,P62317,0
Q9EP73,Q3UNW5,0
P84091,O70174,0
Q9D9I1,P27782,0
Q99N87,Q9CQV5,1
Q9DBC7,Q91WQ5,0
P09631,P29341,0
Q9DA80,Q61553,0
P58059,O88895,0
Q99J83,P01843,0
Q7TMM9,P04370,0
P08207,O08785,0
Q9D9D9,P20152,0
O54828,Q8K480,0
P22315,Q61102,1
P05977,Q99PI8,0
P50580,Q62276,0
Q91YD9,P41241,0
Q6P3B9,Q61097,0
P19123,P35802,0
Q02067,P62315,0
Q9JLC6,P61979,0
P18527,Q80XE1,0
Q6PD24,Q99N28,0
P70218,Q3TNS5,0
P61979,P19221,0
P04351,Q8BGU5,0
P01747,P42582,0
O54786,P42582,0
Q9CQ75,Q9JLC6,0
P12815,P05532,0
Q9CZQ9,Q8BPZ8,0
Q80X85,O55033,0
Q03526,Q60787,1
Q8BJZ4,Q9QYK7,0
Q61140,Q3USJ8,0
P29352,Q9R1P4,0
Q62232,P01821,0
Q9WVL2,P12787,0
Q7TSN7,P62806,0
P98084,Q01853,0
P48025,Q3V0Q6,0
P61205,O88384,0
Q0VBL6,O55013,0
Q9EP73,Q9JM63,0
Q9R1P4,Q5R1F1,0
P17665,Q9D7N3,0
O55234,Q2TBA3,0
P05480,Q9CQ20,0
Q62083,P43432,0
Q61188,Q8K480,0
Q9Z2F6,Q925K9,0
P14719,Q9WVK0,0
P0DP43,Q61079,0
Q9CQ39,Q07440,0
Q9CY16,Q9D7N3,1
P62301,Q63739,0
P59178,Q9DBR4,0
Q99L88,P60766,0
Q3UIU2,O55029,0
Q3UIU2,Q8CDU5,0
Q6P8Y0,Q9CQC3,1
P61957,Q8BJZ4,0
Q61188,Q9DCJ7,0
P41241,Q3U1F9,1
Q8CFI0,P01897,0
P58801,P47911,0
Q80X85,Q9DC37,0
P20109,P18181,0
Q9DAD0,P01631,0
P51667,P62315,0
P97372,Q60692,0
P70445,P01942,0
O35089,Q61179,0
Q9ER88,P97459,0
Q8JZM0,P47713,0
A0A087WRI3,P62702,0
Q9CQ18,B8ZXI1,0
P84091,Q9WVB3,0
P97310,P39688,0
P33242,Q9D6K5,0
Q02248,P51450,0
P47963,Q80W99,0
O70174,P97371,0
Q5SW45,Q62191,0
P62874,Q9WVK0,0
P14131,P97465,0
Q9Z1X4,P03966,0
P01645,P01749,1
Q9JIF7,Q9DBG6,0
O09167,Q6ZWV3,1
Q62170,Q64010,0
Q9WVK0,P47741,0
P70343,Q9D8T2,1
P10126,P27467,0
Q9CQ39,P20334,0
P49718,P51945,0
