protein1,protein2,interaction
Q7KVL6,O77430,0
Q00805,Q9VES8,0
Q9W5N2,Q9VAR6,0
Q7K2L1,Q9VLU0,0
Q27415,Q9VKW3,0
Q9VP78,P17917,0
Q9VSY8,Q9Y106,0
P55035,Q9VBQ3,0
O15945,P42207,0
Q9W3H5,Q9W236,0
Q7KSD8,Q94519,0
Q9VT57,Q9VCZ8,0
C0HL67,Q9VF77,0
P84051,Q94527,0
P34021,Q9VLK1,0
Q9V4S8,Q9VLT7,0
Q01071,Q9VGF9,0
Q9VCI7,Q9VGR1,0
P91664,P10084,0
Q7K119,Q9VT31,0
P20350,Q9V629,0
Q7K2Q8,Q9VSY8,1
Q8IPC3,Q7KSD8,0
Q9VI60,Q9VHV8,0
P08044,Q9VUR1,0
Q9VTU2,P29327,0
Q9VZF2,P54367,0
Q9V3K3,Q95RV3,0
P48598,P05709,0
Q7JYH3,M9PHI7,0
Q9VA32,P55035,0
Q9VS01,O46034,0
Q9V535,P23792,0
Q9VKW8,P31007,0
Q9VRN6,Q9VTL1,0
P00528,O01382,0
P02299,Q24572,1
Q24186,Q9VCG6,0
P11346,Q9VLT7,0
P16378,Q7KRY6,0
Q9VJI9,Q9VNB5,0
Q9W2A5,Q9VGY3,0
Q7KS72,Q0KI69,0
Q23983,Q9VR90,1
Q08605,P32100,0
Q9VEQ2,P0CG69,0
Q24454,A1ZBY3,0
P16914,Q94545,0
Q8SX32,A0A0B4KEP9,0
Q9VKD6,Q9VEV9,0
P20153,Q9VUQ1,0
Q7KSD8,Q9VH45,0
P09087,Q24168,0
Q9VHE5,P05709,0
Q9VF73,Q7KMG7,0
Q9XYU1,Q9VT57,0
P36179,Q9VB23,1
A1ZAC4,Q8MLY8,0
P03896,P18931,1
P39018,Q9VGV7,0
Q9V637,D8FT20,0
Q9VR65,Q9VB23,0
Q9VRT7,P09077,0
Q9W334,Q7KRW1,0
Q7KLV9,C7DZL4,0
A8DYC9,Q9VIZ0,0
Q01069,Q05825,0
Q9VG38,P15330,0
B7YZF0,Q9VNB5,0
Q9V3W2,Q9VJZ4,1
Q9W125,Q9VZL5,0
A1ZB42,Q8INQ9,0
P20353,Q8SX32,0
Q9W074,Q9VMI3,0
Q9VW53,Q9VA32,0
O01382,M9PF96,0
Q8MUJ1,P22816,0
Q9VWD9,Q4V6I0,0
Q8SXU3,Q9VST2,0
A0A0B4KEP9,P23572,0
Q95RA8,Q9VTW3,0
Q9W3E1,Q058Z8,0
Q7K3V6,Q9I7H8,0
Q59DX6,P18933,0
Q9V3G9,Q24152,0
Q8IRI5,Q9VN06,0
P09077,P20227,0
Q9W542,Q9VAR6,0
C6SV45,Q8MSY4,0
Q9W1B9,O44226,0
Q9W2V7,Q9VH69,0
P15330,P22812,1
Q8SX86,O61602,0
P40791,Q9V3W2,0
Q9VT57,Q9VPH8,0
Q9VKI2,Q9VZM7,0
P23647,Q9VCE1,0
P36179,Q9VCI7,0
Q9VHB6,P48554,0
Q95RR8,Q9W3Q0,0
B6VQA1,Q7K306,0
Q9VZM7,Q9NFU0,0
Q9VF10,P22812,0
Q9VVT5,Q7K4Z4,0
Q9VYG2,P29844,0
C0HL67,Q0E9B6,0
P48612,P18931,0
Q9VEQ2,Q7KMP8,0
Q9V3V9,Q9VKM1,0
P83094,P09956,0
Q9VKW8,P56544,0
P29555,Q7KS77,1
Q9VUY2,Q7JYX5,0
Q9VCG6,Q9VV73,0
Q24039,P20227,0
O02002,Q7K105,0
Q9W4R3,Q9VYW2,0
A1Z9X0,Q7JWR4,0
A1ZBK7,Q8IPC3,0
Q0E9G3,Q9VF10,0
Q9XZS4,Q9W2P5,0
Q9VDH8,Q9VM20,0
Q8IML3,Q24564,0
Q9VAF2,P48609,0
P25008,Q7KM04,1
Q9VSM9,Q9VTC4,0
Q0E9B6,Q9VGY3,0
Q27272,Q9VJ02,0
P16371,Q01069,1
Q9V6B9,Q9XZS4,1
Q06453,P25008,0
Q9W1U6,Q9VQM2,0
Q9VHK6,P40301,0
O97183,Q95SG9,0
Q9VCR6,Q9VBU9,0
Q9VR58,Q24297,0
O96860,Q8I0J6,0
A1ZBT5,Q7KA43,0
P40688,Q24117,1
Q9VIF5,A1Z6E0,0
A1ZAK9,Q01069,0
A1Z9I5,P08970,0
Q9VNE1,A1ZAS3,0
Q24564,Q7JVK6,0
Q9VMN6,Q27350,0
Q9VSE9,Q9VYY9,0
Q9VL93,Q9VSY8,0
A1ZAW9,O77237,0
C7DZL4,Q9V3W2,1
P26017,Q9VYW6,0
B6VQA1,P40301,0
P46867,P53034,0
O02193,P10627,0
A0A0B4KFV0,P35128,1
Q7KJ69,A1ZAW9,0
P13677,Q8ML92,0
Q7KN62,A1ZAK9,0
Q9VMR2,Q9W0E9,0
O61722,Q9VJE4,0
Q9VCI7,P40301,0
Q9VAT0,Q8SYM9,0
C0MJ66,P16378,0
Q9VUY2,P23647,0
P55035,D5SHR0,0
O77260,P52654,1
P42287,P16554,0
P13582,Q9VKM1,0
Q00805,Q01083,1
P22464,Q9VWD9,0
M9PHL2,Q9V464,0
Q27884,Q9VUG4,0
Q9W2E8,Q9VMR2,0
P16914,Q9VCY3,0
P20009,Q9VIE6,0
Q9VNE9,P08570,0
Q9W2K3,Q9W501,0
P48462,Q8SY34,1
P51023,Q9Y1B2,0
P81909,P46223,0
Q9VHD2,Q9VDE3,0
Q9W0B3,P09087,0
Q7JXC4,Q9W483,0
P54733,Q94513,0
Q9VNB9,A0A0B4KFZ9,0
Q9W499,O97183,0
Q9I7H8,P12881,0
Q9VES8,A1ZAK9,0
Q7K4N3,P09956,0
Q9VUZ1,Q9VUY2,0
P16378,Q8SX86,0
Q9VYW2,P52486,0
Q03017,A0A0B7P9G0,0
Q9VQK1,Q27297,0
Q94517,P00528,0
Q9VZU2,Q9VI72,0
P48462,P02283,0
P29829,A1Z9X0,0
Q9VU83,Q9VJZ4,0
P11346,B6VQA0,0
Q7K4Z4,Q95RR8,0
P02828,Q9VTZ1,0
Q7K4N3,P0CG69,0
Q9VFJ3,P26686,0
O76878,Q9VKF0,0
A1Z9I5,Q9VCY3,0
Q9W358,Q8SYM9,0
O77260,Q9VPP7,0
Q9VNE1,Q8MRQ1,0
Q08605,P20353,0
Q9W2H9,Q9VWA1,0
P13677,P23757,0
M9PJE4,Q7KSD8,0
Q8IMX1,Q9W2R4,0
P20153,M9PHI7,0
P26017,P46222,0
Q8T403,Q95TN8,0
Q9VHG6,Q9I7H8,0
Q9VSY8,Q7K1V0,0
Q9VVH8,Q86B87,0
E1JJI1,P04359,0
Q24087,P10084,0
Q9VUB8,Q06453,0
Q01083,Q9V431,0
P12982,Q9VUF3,1
P16376,Q59DZ4,0
Q9VD72,Q9VKF0,0
Q8IML3,Q9VJ19,0
Q8MSY4,Q7JYX5,0
Q9VCZ8,Q9V3G1,0
Q9VZJ3,Q7KMP8,0
Q9VB14,Q9VX36,0
Q7K3V6,Q9V461,0
Q9VCE1,Q9W358,0
P42287,Q9VJM2,0
E3CTS5,X2JDF3,0
Q7JZC9,Q9VYX4,1
E1NZB4,M9PF96,0
P48149,Q9VMH2,0
P42207,O18338,0
A8JNK7,A8JUS8,0
Q9VH69,Q9VUQ1,0
Q8MSY4,Q01645,0
Q9VQM2,Q9VJC7,0
Q9VA91,P18933,0
B7Z0R7,P92177,0
P35220,Q24180,0
Q8SZX5,Q7KMS3,0
Q9VLU0,Q9VRK9,0
P02299,Q9V535,0
P16378,Q9VGC1,0
Q9Y1B2,Q8I8V0,0
Q9VGC1,Q9V3B4,0
P56721,P43332,0
Q9W5B3,Q8INB9,0
B3DML8,Q9VQM2,1
Q9VTW5,Q08012,0
P11346,P55828,0
Q9VGY3,Q9VI72,0
Q9VCV3,Q9VNB5,0
Q8SYC1,Q9V3J8,0
Q9VTM0,P40688,0
Q9VTC4,A1ZBP6,0
Q9VUF3,Q9W0G1,0
P49847,Q9XZ57,0
Q86BS3,P41094,0
P13096,A1Z933,0
Q05201,Q9VUZ1,0
P02844,P17210,0
Q4V5A7,A8JR10,0
Q7K105,Q9VAT0,0
Q9VMN6,Q24537,0
P22769,Q9W4B3,0
Q95RR8,Q961D1,1
Q9V3Y8,Q9VMH2,0
Q8T0G4,P54611,0
Q9VDK2,M9NF10,0
Q9VGS2,Q7K0E6,0
P32031,Q86B79,0
Q9VXP1,Q24008,0
Q9VF77,Q9VUI0,0
P15330,Q03017,1
O97183,Q9VRK9,0
Q9W402,Q9VZL5,0
P48554,P29844,0
Q9VBH8,Q9VPY0,0
Q9VH07,Q9VMJ4,0
A8JNK7,Q9VEG5,1
P09180,Q9W1U6,1
P17210,Q9VIH1,0
Q9VMN6,Q9VAT0,0
Q7KMS3,Q7KM04,0
P40797,P23647,0
P09956,Q7K1V0,0
P05709,Q9U5W9,0
P18934,Q9VYX1,0
P08928,Q9W4S7,0
Q24139,O97111,0
Q95028,Q9VF27,0
Q9W087,Q9W2P0,0
P08645,Q9VM46,0
Q9XYN7,P40301,0
Q9VZV5,Q9VB14,0
P52486,Q9VXP1,1
Q08605,O18333,0
O61231,Q9VWA1,0
Q24572,Q9W542,1
E1JHS8,Q24472,0
E1JGN7,A1A6X4,0
Q962S2,P17917,0
O76878,Q9W5N2,0
P50534,Q9VES8,0
P26270,Q9V3H2,1
Q24186,Q9VUQ1,0
Q9VIF5,B6VQA1,0
Q9VMV7,Q9VT57,0
Q05201,O46034,0
Q9VVT5,Q9VT51,0
Q9VWZ1,Q9VHB7,0
O76922,Q05825,0
P08645,Q02637,0
B7YZF0,P54611,0
Q9VJQ5,Q8T3Y0,0
P23023,X2JDF3,1
P47948,Q9V3H8,0
Q9VK43,Q7K4Z4,0
P29844,Q9VTW6,0
P29310,Q9VQS4,0
O96660,P83949,1
D2NUE8,P0CG69,0
Q9W3R7,Q24297,0
Q9VWA1,Q9VTC2,0
Q9VTT2,P81900,0
Q9VAN8,B6VQA1,0
B7Z0T5,Q9W0S8,0
P84051,Q7JWS8,0
Q9VJM2,Q9V3G1,0
Q8IH18,Q09024,0
P54367,Q7K2L1,0
Q9VEN2,Q94518,0
Q9VWI0,Q9VZU4,1
Q9VBU9,Q7JXA8,0
A8DYC4,Q0E9B7,0
Q9W074,Q7KN94,0
Q9Y106,Q9VKV4,0
Q9VR35,Q0E9B7,0
Q0KHZ6,Q7KN94,1
Q9NHP1,Q27889,0
Q7JZC9,P22711,0
M9PHN7,Q7KTX7,0
Q9W3Z4,Q9VUI0,0
Q8IPW3,X2J6Q6,0
Q9VYX1,P55830,0
P54359,Q01069,0
Q9VLK1,Q9VCZ7,0
P46223,Q9VBN5,1
Q9W1U6,Q7K2L1,0
P91943,B3DML8,0
Q9W2V7,Q9VMU4,0
Q9VMN9,Q9W481,0
Q9VVH8,Q9VJC7,0
Q9VM76,Q9VIP1,0
A0A0B4LGV6,Q9VXK7,0
Q9VEG5,Q9W1A3,0
Q27297,Q9VUR1,0
A8JR10,Q9W0E9,0
Q9NFU0,P24350,0
C0HKA0,P02828,0
Q8SYM9,Q9VKF0,0
Q9VAC4,P18289,0
Q00805,Q9VHE5,0
M9PJE4,Q9VCZ7,0
Q9VTM0,Q9VCG6,0
Q8SYU5,P81900,0
Q9VZV5,Q9W4R3,0
Q9VMI3,Q9W2R4,0
P52654,Q24180,1
Q4V5L1,Q9VTC2,1
Q8MLY8,Q9VRN6,0
Q9VLP3,Q9VXK7,0
Q8IQ92,P19889,0
P20350,P23792,0
Q9VDE3,Q9VUW2,0
Q9W542,P05709,0
Q9VCQ7,Q9VHA9,0
Q9V464,Q9VGR1,0
P02833,A8JNK7,0
Q9V4S8,M9NF10,0
Q9VG03,Q9VHA9,0
P56672,Q8IRY7,0
P20227,Q7JXV9,0
P02283,Q9VEC5,0
Q9W418,Q9W358,0
P06754,Q9W482,0
Q9VEG5,C7DZL4,0
Q86BB4,Q9VV74,0
Q9VFJ3,Q9W380,0
Q7KMG7,P36179,0
Q24338,Q9W2A5,0
P36241,P43332,0
Q9W229,Q24560,0
Q24134,O96860,0
O97420,Q7JYH3,0
Q9VKW3,P0CG69,0
Q95SJ2,P49906,0
Q7K049,Q8IN63,0
P16378,Q9VQQ9,0
Q9XZ68,Q9VS05,0
Q9W2P0,Q9W542,0
Q9VEG5,Q9V3Y8,0
Q9VVH6,A1ZAH8,0
Q9V345,C6SV45,0
P55830,Q9V3G1,1
Q9VN77,Q9VX37,0
Q9VBH8,Q9VT31,0
Q9VA95,Q9VSY8,1
A1Z9S1,Q9VX94,0
C7DZL9,Q9VTU2,1
Q9VKI2,M9PBM3,0
P05205,Q9VG38,0
Q8SWV6,Q9NJG9,0
A8JNK7,O16867,0
Q9VAP2,O16867,0
P35220,Q9VRX1,0
X2J8N3,Q9VFT4,0
Q0E9B6,Q9XYU1,0
Q9W5B3,I0B1P6,0
Q8MLY8,Q9VEA2,0
P25867,A0A0B4KFV0,0
Q9VJP9,Q7KVL6,0
M9NF10,Q01071,0
Q9VDH8,P24350,0
Q9VCR6,Q7KS77,0
Q9VHD2,Q6NN40,0
Q9XZS4,Q7K1Y4,0
Q9W2K0,Q9W148,0
P10084,P07909,0
Q9VYG2,B6VQA0,0
O61722,P18289,0
Q8IMM9,P29673,0
P18929,Q9VAQ8,0
Q9VR90,Q9VGV7,0
Q960Q9,Q9VF27,0
Q9VTC2,O77237,0
Q9VBQ3,Q7KLV9,0
Q9W0B3,A1ZB42,0
Q9VL21,Q9VCI7,0
Q7JVK6,B7Z0R7,0
Q9VAY8,Q7K306,0
Q9V9N4,Q7KY08,0
Q9NHB0,Q9W3Q0,0
Q9W279,Q9V431,0
Q94524,Q9VG38,0
Q9VI60,O02002,0
P36188,O97111,0
P09956,Q9W0B3,1
Q9W074,Q8INQ9,0
Q9VXS3,P92204,0
Q9VUX7,P23758,0
Q9VWD5,Q9VXZ0,0
Q9VHN1,P50534,0
E1JGN7,P25843,0
Q9XYN7,P08044,0
P55841,Q9V3K3,0
O02002,Q9V6Q2,0
Q05547,Q9XZ61,0
Q9W0S8,X2J8N3,0
P18932,Q9W2E8,1
Q9VVL6,Q24180,0
P05709,Q9VFE4,0
Q9VW58,Q7JZK1,0
P48462,Q94527,0
B7Z0R7,Q9W3R7,1
Q9VTZ7,C6SV45,0
Q9VYW6,Q24246,0
Q26454,Q9V461,1
Q24472,Q9W0G1,0
Q95TN8,Q9VMJ4,0
Q9XZ57,P08645,0
Q8IPC3,O62530,0
Q9VDK2,Q9VCE1,0
Q9W3Q0,Q9VIP1,0
Q9NHP1,P83094,0
Q9VM64,C7DZL4,0
Q9VFT4,Q7JXV9,0
P55841,A0A0B4KEQ4,0
O46034,Q8ML92,0
P24350,Q9W029,0
O77430,Q9VMU0,0
Q9VAR6,Q9VW58,0
Q9VI72,Q9VP85,0
P12982,Q9V3C7,1
E1NZB4,Q9W1A3,0
P09077,P22265,1
Q7KUD5,P91641,0
Q9VUW2,Q27415,0
P62152,Q962S2,0
P02833,Q9W074,0
Q9VVJ6,Q9VFL4,0
Q9VUB8,Q9VD72,0
P06002,P40792,0
P51023,Q9VE52,0
Q9VCZ8,A8DYC4,0
P40797,Q9W236,0
O76924,P23128,0
P55830,Q9W4R3,0
P07664,P48609,0
Q9VS55,E1JHS8,0
P42003,Q9VL93,0
Q24338,Q9NJG9,1
Q9W2K3,Q7JYH3,0
Q9VFT4,Q9VLK1,0
A0A0B4KFV0,P19889,0
Q6IDF5,Q9VJZ4,1
Q9VJD4,Q8IPW2,0
Q9VN50,Q9VFB9,0
P55935,Q9VQM2,0
Q9VKV4,B6VQA1,0
A1ZBT5,P22809,0
A4IJ58,Q966T5,1
Q9I7H8,Q9VHE5,0
Q7JYX5,P49258,0
P16378,Q9VF77,0
Q9VSJ8,Q9V428,0
X2J8N3,P07247,0
Q9XZ68,Q9U6B8,0
Q9VFT4,Q9VTZ1,0
Q9VQA2,O76922,0
Q9VCZ8,Q9W4R3,0
P20353,Q9VX94,0
Q9VNE1,Q24139,0
O16867,Q7JYH3,0
M9PHL2,Q7JZC9,0
Q9W236,Q9VV74,0
Q9VFJ3,Q7KUL3,0
Q8SX32,Q9VKW8,0
P40793,P16241,0
Q9VMJ4,Q9VXP1,0
P0CG69,P54611,0
Q961D1,Q9VIH1,0
P40793,O76908,0
Q9V461,Q9VA91,0
O02002,Q9VB23,0
P13060,P50882,1
Q962S2,Q9VUX7,0
Q9VZS5,P23792,0
P02836,Q9VAP2,0
P23573,Q24475,0
Q8IMX1,P02833,0
P10734,Q7K049,0
Q9V3W2,Q9VQR2,1
A0A0B4KFV0,P48462,0
Q8IRY7,Q94527,1
Q9U1K1,P09081,0
Q7KA43,Q9VIF5,0
Q9VPX6,P15330,0
P31007,Q9VU83,0
Q7JYX5,P49071,0
Q9V4S8,P50534,0
P91664,Q8SX32,0
Q9VAY8,P36241,0
Q9V3I9,O18413,0
P48588,Q9V3G9,0
P10734,Q9W115,0
O18334,P16568,1
O16130,Q9W0A8,1
P06603,P54733,0
O77430,Q9VEV9,0
Q9VZU1,O97183,0
Q4V5A7,Q9VAC4,0
Q9VBC5,Q9VE52,0
P12982,P02299,0
Q7KS72,Q9W2S2,0
Q9VV74,P06754,0
Q9VAF2,P48607,0
Q9VIP1,Q9VW58,0
Q7KSP5,Q9VVR2,0
P46222,Q9VWZ1,0
Q9VEF0,O18413,0
P09052,Q7KMS3,0
A1ZB42,Q9VTZ1,0
Q7KSP5,Q9VRK9,0
Q9VM46,Q9VV74,0
Q9VD72,Q24152,0
P41126,P29310,0
A0A0B4LHU7,Q9V3J8,1
Q9W4B3,E3CTS5,0
Q9VN50,Q9Y0S9,0
P26017,Q7K738,0
Q9VLB2,Q24297,0
Q24560,Q9VGS2,0
Q9VQI4,P18489,0
A1Z8I0,P50536,0
Q9VS34,P09052,0
Q4V5L1,A1ZAC4,0
Q9VQD7,Q9VWI0,1
P18824,P35128,0
Q01083,P06602,0
Q9VTW3,Q9V461,0
P10987,Q7KRU8,0
Q9W0F8,E3CTS5,0
P16554,Q03017,0
P18929,Q9VFE9,0
P06602,Q9V6B9,0
Q9W0G1,Q94524,0
Q9V629,Q9VHV8,0
Q9VWE8,Q9W140,1
P06002,X2JDZ1,0
Q9V431,Q05825,0
Q9V3G9,Q95TY2,0
E1NZB4,P16914,1
Q9VXA5,Q9VJI7,0
P20240,Q9VVY4,0
Q94518,M9PJE4,0
Q9VM64,Q8MRE6,0
P08570,P10084,0
A0A0B4LGV6,P09081,0
Q24186,M9PHI7,0
Q9Y0S9,C6SV45,0
Q9W402,M9PBM3,0
Q9VM46,Q9VUB8,0
Q9VQD7,Q9W087,0
O16130,Q9VJZ6,0
A1ZBY3,P20353,0
Q9VUB8,Q9VEA2,0
Q9VUK7,Q9VFE9,0
Q9W0I6,P10084,0
Q9V3G9,P98149,0
Q9NHB0,P16371,0
Q9VCV3,Q4V6I0,0
Q9VPK4,Q9VYX1,0
Q9VTM0,Q9VUR3,0
Q9NFU0,A1ZBK7,0
Q9VUZ1,Q9W483,0
P22979,Q95TS5,0
Q9VYX4,Q7K0E6,0
M9PBY4,P03896,1
A8JNK7,Q24318,0
Q9VVR2,Q9VTW6,0
A0A0B4KFV0,Q9W2K3,0
P16914,Q9VDG2,0
O96860,Q058Z8,1
M9NF10,Q7K0E6,0
Q9VFE9,P48159,0
P55830,Q9VLU0,0
Q9VLK1,Q7JWD6,0
Q8MRQ1,P10734,0
Q02637,Q9VTW6,0
O76878,Q7JVK6,0
Q8T403,Q86BB4,0
O97183,P46867,0
Q01645,P62152,0
X2JEH3,B7Z0R7,0
Q9V3K3,Q9VCZ7,0
Q9VZF5,P11147,0
Q9VQ91,Q9VN10,0
Q9VUQ1,O96989,0
Q9VT57,E3CTS5,0
Q95RJ9,Q0E9G3,0
P10083,P40797,0
Q94511,Q9VPE2,1
B7YZE6,Q7KNM2,0
Q9W2E8,Q9VWD5,0
P29503,Q9V9N4,0
Q9VN77,P20240,0
Q8T414,Q9VUB8,0
Q8SWV6,Q9VAH9,0
P40792,P39768,0
Q9VEA2,Q8SXU3,0
Q95028,Q9VYW6,0
Q9VCZ8,Q9VEV9,0
Q9VVR2,Q9W402,0
P22816,P29555,1
X2JDZ1,Q9NFU0,0
P48148,P23647,0
Q8IH18,Q9W4I7,0
P10987,Q9V9W8,0
Q9VCZ8,Q9V3C7,0
Q9VNE1,A1ZAW9,0
Q7KN62,Q9VS05,0
Q9W0E9,Q9VF82,0
Q9W2P0,Q8IPC3,0
Q7KTL5,Q9VLU0,0
Q9W5R8,Q7K159,0
P92208,Q7KTX7,0
A1A6X4,Q9VI00,0
P55841,O15945,0
Q9VJ33,P55935,0
Q9VEX9,P48598,0
P22265,Q9VLI9,0
M9PBY4,Q7KSD8,0
E1JJI1,Q9VUZ1,0
O96660,Q9VXA5,0
P08646,Q9VJC7,0
X2J8N3,Q9V3I9,0
Q7K4N3,Q9VWD5,0
P22979,Q9V6B9,0
Q9VGR1,Q9V3V9,0
Q9VV74,Q9VN50,0
P40792,D8FT20,0
P56672,Q9VVL6,0
Q02936,Q9W5R8,0
P16371,P48607,0
P52486,Q02637,0
Q9I7L4,Q9VG96,0
Q08605,Q86B87,1
Q7KS72,Q7KN94,0
Q7KN94,M9PHL2,0
Q9VWD9,O44437,0
Q9W5N2,M9PF96,0
Q9VAF3,P26686,0
P41042,Q0E9B6,1
Q9VJY9,Q9VJ02,0
Q24276,Q94533,1
P13097,P16371,1
Q9NFU0,Q9VJP9,0
Q8SYU5,P92204,0
P52654,Q9W5B9,1
O16810,Q7KSP5,0
Q9VS01,P81900,0
P20227,M9PF17,0
Q9VIP1,P20153,0
Q7K1V0,P07909,0
P56544,Q9W4R3,0
P47948,Q9V3I9,0
Q9VUR3,Q9VYY9,0
P18824,Q9V6Q2,0
A1Z6E0,Q9W358,0
Q9VG96,Q9XZ57,0
Q9VI60,M9PHI7,0
Q9VRN6,Q9VSY8,0
Q24338,Q24572,1
P40301,Q9W2K3,0
Q9V3B4,P56544,0
P12982,Q7JXB9,0
Q9VTE5,X2J8N3,0
Q9VJ83,Q9VM76,0
A1A6X4,Q9VGW6,0
Q9VW53,Q24106,0
Q9VR58,Q9VXP1,0
E1JH43,Q9VWD5,0
Q7K306,E1JIM1,0
Q9VFB9,Q9VVX0,0
P31007,Q8SX32,0
P26270,Q27297,0
Q0KI69,Q9W4I7,0
Q9VCQ7,Q9V6B9,0
Q8SYM9,Q7KUL3,0
P08970,Q9W029,0
P32100,P41093,1
Q9VF27,Q9VG03,0
Q9VFE9,Q24087,0
Q9VVY4,Q9W1K4,0
A0A0B4K775,Q95RA8,0
Q9VU83,Q9U8R4,0
Q0E8K5,Q9V6Q2,0
Q9W236,Q05201,0
P18929,Q9W380,1
Q9VVP8,Q7KM04,0
Q8T0G4,P22464,0
O46037,O46308,0
P22809,A8JNK7,0
P18431,Q9V407,1
Q9VKV4,P04197,0
Q8SZ16,P29555,0
Q00805,P98149,0
Q9VIE6,X2J8N3,0
Q9V431,Q9VN77,0
P29327,Q9VZV5,0
Q9W3E1,P15357,0
Q24560,P13582,0
Q9VPY0,Q7PLK0,0
Q7K148,Q9VTW5,0
D2NUE8,P48148,1
Q9V629,Q24139,0
P09956,Q7KNM2,1
Q8SYK5,Q9VVB6,0
Q9VK43,Q9VYW6,0
Q9VKV6,Q9VZU1,0
Q24169,Q9Y106,0
Q9VEN2,Q9VAY8,0
Q0E9B7,P36241,0
P41126,Q9V6Q2,0
Q9VJ12,Q24324,0
Q9VM64,C0HL67,0
Q7JXV9,P00528,0
A8JUS8,Q9VJY9,0
P13060,O18413,0
P22814,Q9VPE2,0
Q9VF27,Q9VWA6,0
Q9VG03,Q9VIY3,1
P24350,P20240,0
Q9VHD2,P02835,0
P14785,P20153,0
Q9VP78,Q9VF04,0
Q8MLY8,Q9VLI9,0
Q9VPK4,P10734,0
P36179,Q9VM46,0
P55935,Q7KY08,0
Q9VPD2,P91664,0
Q9VF77,Q9W0B3,0
Q8INB9,Q9VDE3,1
Q9VS55,P17704,0
B7YZF0,Q0E9B7,0
P05709,Q7JNL9,0
B7Z0R7,Q9VS34,0
Q9VJM1,Q9VVI3,0
Q7K148,Q9VM76,0
P52485,Q01070,0
P19889,Q9VIE6,0
Q9VWD5,Q9W4N8,0
Q24152,Q24547,0
A8DYC4,P18929,1
P18931,P18932,1
Q9VYG2,Q24454,0
Q7PLK0,P81900,0
Q0KHZ6,A8JUS8,0
O46308,Q9VWD5,0
Q9VJ83,Q9VWD9,0
Q9VFP2,Q9VQD7,0
Q9VX36,E3CTS5,0
Q8IR14,Q4V5L1,0
P54611,Q9W2V7,0
Q9VP85,P52656,0
M9PGR0,Q95SG9,0
P91929,Q9VM81,0
Q9XZ58,Q9VS36,0
Q9VWE8,Q9VFP2,0
A8DYC9,Q9VKV6,0
P48461,Q9VX37,1
Q8MRE6,P17789,0
Q7JNL9,Q9W0I7,0
P56721,Q9VSM9,0
Q9VXX0,Q9W087,0
Q7KSP5,Q9VHD2,1
Q9VG96,Q9V444,0
P50882,Q9W1Y1,0
Q9VSE9,Q9W3E1,0
Q9VUF3,P29555,0
Q24338,Q9VUI0,0
Q9VPY0,Q9VQD8,0
P56544,X2J8N3,1
Q7JXB9,P55841,0
Q9VQK1,Q9VHK6,0
Q9VSM9,Q45VV3,0
Q9VSJ8,Q9VUF3,0
Q9W0S8,C0HL67,0
B6VQA0,Q95U62,0
B6VQA0,Q9VYY9,0
Q7KSP5,Q9VVL6,0
Q8T3W6,Q9W087,0
P36241,Q9VBH8,1
Q058Z8,Q9VBQ3,0
Q9Y0Z9,Q24306,0
Q7KS72,Q9VS36,0
O44437,A1ZBP6,0
Q8T403,Q9W3X7,0
Q23985,P22816,0
Q9VST2,Q9VWI0,0
Q9VTT2,Q9VKD6,0
Q9VB22,P53034,0
P54359,P29673,0
P08182,I0B1P6,0
Q9VWA6,P42124,0
Q9VPY0,Q9W102,0
O61602,P08646,0
Q24560,Q9VBH7,0
P55841,P24350,0
P49630,Q9W5B3,0
E1JIM1,Q9VM81,0
P29673,Q7KN94,0
Q7K1Y4,Q9VIT3,0
O97102,P00528,0
P22816,Q9VKM1,0
P31007,Q95SJ2,0
P40792,Q95RJ9,0
O18334,Q9VGF9,0
P92208,P15357,0
Q9XYU0,Q9VYW3,0
Q9VFL4,R9PY49,0
Q9VEA2,Q9VPK4,0
O76878,A1Z6E0,0
Q9VZM7,Q9VS55,0
P39768,Q24210,0
Q24572,Q24008,0
Q9VWG3,P36188,0
Q8MSY4,O61231,0
Q8SWV6,Q9VX24,0
P92204,Q8MSY4,0
Q9VP65,Q7JXC4,0
Q9VMN9,Q26263,0
Q9VVB6,Q9W358,0
Q9I7L4,P18929,0
Q9W2R4,Q9W5B9,0
Q8SYU5,Q7K148,0
Q9VRK9,Q9VGF9,0
Q7KSP5,O44226,0
Q8IR14,R9PY49,1
Q94535,Q0E8K5,0
P29844,Q8SZ16,0
P22809,Q9VMX3,0
Q9VVP8,Q9VUF3,0
Q9VRX1,Q8T3Y0,0
Q9VIY3,Q7K304,0
Q24134,Q8SY34,0
Q9VBH7,Q9VG38,0
Q9VTM0,Q9VRY0,0
P08970,Q9VPX6,0
Q7K304,B7Z0R7,0
P26686,Q9XYU0,0
Q7JXA8,O77237,0
P35220,Q9VT57,0
P17789,Q8T0G4,0
Q24318,Q9VJ83,0
Q9XTN4,Q9VYX7,0
Q9VMU0,Q9VAN8,0
Q9VJM2,P12881,0
P13098,Q7JXB9,0
Q962S2,Q9VU85,0
O97418,P18929,1
Q9VYG2,Q9VEC5,0
Q7KMG7,Q9VTT2,0
Q9VYW3,Q45VV3,0
A1Z9S1,Q9V431,0
Q86B87,Q7K4N3,0
Q9V629,Q9U6B8,0
Q24154,Q9V9M7,1
P91641,O44437,0
